time_s,ekf_lat,ekf_lon,V_E,V_N,V_U,A_E,A_N,A_U,yaw_deg,ba_x,ba_y,ba_z,bg_x,bg_y,bg_z,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,gnss_fix,lat_deg,lon_deg,alt_m,speed_mps,course_deg,yaw_enu_deg,hdop,gnss_E,gnss_N,gnss_U,err_E,err_N,err_H,gnss_present,gnss_valid,gnss_used_pos,gnss_used_vel,reacq_active,snap_applied,outage_s,qscale,nis_pos,nis_vel,gnss_meas_age_s,pred_E,pred_N,pred_U,zupt_active,anchor_active
178.595, 12.985153300,77.543570800, -0.000,0.000,0.0, -0.254,-0.130,0.0,-0.01,0.000000,0.0,0.0,0.0,0.0,0.000000,16125,-1688,1660,-15,-280,-317,1,12.9851533,77.5435708,886.20,0.500,0.00,0.00,2.16,0.000,0.000,0.0,-0.000,0.000,0.000,1,1,0,0,0,0,0.000,1.00,0.00,0.00,0.000,-0.000,0.000,0.0,0,0
179.596, 12.985153480,77.543568815, -0.713,0.088,0.0, -0.854,0.483,0.0,-13.02,-0.001892,0.0,0.0,0.0,0.0,0.000001,15225,-260,1810,-79,490,-747,1,12.9851533,77.5435708,886.20,0.500,0.00,0.00,2.16,0.000,0.000,0.0,-0.215,0.020,0.216,1,1,1,0,0,0,0.000,1.00,0.01,0.00,0.100,-0.215,0.020,0.0,0,0
180.596, 12.985169510,77.543537139, -2.826,1.588,0.0, -0.781,0.152,0.0,-45.99,0.063587,0.0,0.0,0.0,0.0,0.000404,16000,-1204,1972,-217,175,-481,1,12.9851655,77.5435443,886.60,0.000,0.00,0.00,2.16,-3.233,1.518,0.0,-0.420,0.276,0.502,1,1,1,0,0,0,0.000,1.00,0.02,0.00,0.099,-3.652,1.794,0.0,0,0
181.600, 12.985178079,77.543475145, -5.845,1.108,0.0, -1.126,0.583,0.0,-2.60,0.233689,0.0,0.0,0.0,0.0,-0.005017,15012,-731,1723,-420,371,-139,1,12.9851757,77.5434860,886.40,0.000,0.00,0.00,2.16,-9.969,2.610,0.0,-0.410,0.132,0.431,1,1,1,0,0,0,0.000,1.00,0.12,0.00,0.000,-10.446,2.754,0.0,0,0
182.601, 12.985194185,77.543381559, -8.783,1.187,0.0, -0.348,0.427,0.0,7.07,0.697688,0.0,0.0,0.0,0.0,-0.005397,16851,238,3210,-380,-316,-49,1,12.9851992,77.5433772,885.80,0.000,0.00,0.00,2.16,-21.007,5.079,0.0,0.473,-0.555,0.729,1,1,1,0,0,0,0.000,1.00,1.34,0.00,0.097,-20.534,4.524,0.0,0,0
183.602, 12.985210556,77.543307787, -9.406,1.660,0.0, -0.519,1.084,0.0,-8.71,0.545601,0.0,0.0,0.0,0.0,-0.003326,14575,-507,1609,-374,101,32,1,12.9852083,77.5433275,885.60,0.000,0.00,0.00,2.16,-27.055,6.208,0.0,-1.484,0.127,1.489,1,1,1,0,0,0,0.000,1.00,0.21,0.00,0.096,-28.539,6.335,0.0,0,0
184.603, 12.985219271,77.543261014, -8.251,1.509,0.0, -0.780,1.205,0.0,-11.01,-0.074410,0.0,0.0,0.0,0.0,-0.013698,15952,-48,2598,-123,126,-76,1,12.9852145,77.5432808,885.20,0.000,0.00,0.00,2.16,-31.049,6.717,0.0,-2.565,0.582,2.630,1,1,1,0,0,0,0.000,1.00,2.06,0.00,0.094,-33.614,7.299,0.0,0,0
185.604, 12.985224687,77.543225087, -6.719,1.185,0.0, -0.348,0.841,0.0,-12.12,-0.581242,0.0,0.0,0.0,0.0,-0.017174,15751,-744,3460,-407,-92,89,1,12.9852263,77.5432370,885.00,0.000,0.00,0.00,2.17,-34.945,7.706,0.0,-2.567,0.193,2.574,1,1,1,0,0,0,0.000,1.00,2.27,0.00,0.092,-37.512,7.899,0.0,0,0
186.604, 12.985233485,77.543195228, -5.424,1.124,0.0, -0.744,1.199,0.0,-18.30,-0.900847,0.0,0.0,0.0,0.0,-0.006520,16339,-173,2535,85,-15,40,1,12.9852263,77.5432370,885.00,0.000,0.00,0.00,2.17,-36.441,8.141,0.0,-4.310,0.732,4.372,1,1,1,0,0,0,0.000,1.00,8.87,0.00,0.090,-40.752,8.872,0.0,0,0
187.604, 12.985243319,77.543164927, -4.667,1.101,0.0, -0.679,0.963,0.0,-24.91,-1.057193,0.0,0.0,0.0,0.0,0.005238,16026,-869,2648,-43,-142,62,1,12.9852380,77.5431962,884.70,0.000,0.00,0.00,2.17,-41.061,9.493,0.0,-2.979,0.467,3.015,1,1,1,0,0,0,0.000,1.00,3.93,0.00,0.089,-44.040,9.960,0.0,0,0
188.605, 12.985252490,77.543137424, -3.943,0.948,0.0, -0.612,1.088,0.0,-32.25,-1.150069,0.0,0.0,0.0,0.0,0.015385,16701,-731,2959,-41,4,52,1,12.9852490,77.5431615,884.50,0.000,0.00,0.00,2.17,-44.852,10.732,0.0,-2.172,0.243,2.185,1,1,1,0,0,0,0.000,1.00,1.95,0.00,0.088,-47.024,10.975,0.0,0,0
189.606, 12.985259584,77.543112392, -3.521,0.833,0.0, -0.476,1.380,0.0,-38.17,-1.208823,0.0,0.0,0.0,0.0,0.019383,15963,-384,2347,-202,9,71,1,12.9852568,77.5431307,884.20,0.000,0.00,0.00,2.17,-48.220,11.571,0.0,-1.520,0.189,1.532,1,1,1,0,0,0,0.000,1.00,0.85,0.00,0.088,-49.740,11.760,0.0,0,0
190.607, 12.985267060,77.543078014, -3.391,0.661,0.0, -0.479,0.819,0.0,-43.29,-1.194276,0.0,0.0,0.0,0.0,0.020566,16075,-806,3423,230,173,-111,1,12.9852662,77.5430775,883.40,0.000,0.00,0.00,2.17,-54.430,12.653,0.0,0.959,-0.066,0.962,1,1,1,0,0,0,0.000,1.00,0.92,0.00,0.088,-53.470,12.587,0.0,0,0
191.607, 12.985270193,77.543048069, -3.157,0.364,0.0, -0.305,0.665,0.0,-51.41,-1.196919,0.0,0.0,0.0,0.0,0.024371,15552,-1241,3486,83,-48,-102,1,12.9852658,77.5430513,882.60,0.000,0.00,0.00,2.17,-56.691,12.438,0.0,-0.028,0.496,0.496,1,1,1,0,0,0,0.000,1.00,0.15,0.00,0.085,-56.720,12.934,0.0,0,0
192.608, 12.985270239,77.543023337, -3.076,0.340,0.0, -0.610,1.255,0.0,-57.81,-1.214788,0.0,0.0,0.0,0.0,0.024584,15839,-185,2947,-202,260,-20,1,12.9852665,77.5430262,881.70,0.000,0.00,0.00,2.17,-59.233,12.528,0.0,-0.170,0.411,0.445,1,1,1,0,0,0,0.000,1.00,0.09,0.00,0.081,-59.403,12.939,0.0,0,0
193.610, 12.985272821,77.542997164, -3.169,0.595,0.0, -0.529,1.340,0.0,-62.90,-1.224864,0.0,0.0,0.0,0.0,0.023205,16128,-371,3323,-33,-157,50,1,12.9852733,77.5429977,880.80,0.000,0.00,0.00,2.17,-62.367,13.313,0.0,0.124,-0.088,0.152,1,1,1,0,0,0,0.000,1.00,0.09,0.00,0.082,-62.243,13.225,0.0,0,0
194.611, 12.985279528,77.542969891, -3.358,1.154,0.0, -0.930,1.823,0.0,-67.68,-1.233465,0.0,0.0,0.0,0.0,0.023353,15689,-607,3673,-190,68,107,1,12.9852770,77.5429678,881.00,0.000,0.00,0.00,2.17,-65.183,13.663,0.0,-0.019,0.304,0.304,1,1,1,0,0,0,0.000,1.00,0.06,0.00,0.081,-65.202,13.967,0.0,0,0
195.612, 12.985290597,77.542945731, -3.005,2.260,0.0, -0.684,2.877,0.0,-92.71,-1.251645,0.0,0.0,0.0,0.0,0.052166,14863,-223,1685,218,-179,27,1,12.9852893,77.5429413,881.40,0.000,0.00,0.00,2.02,-66.675,14.242,0.0,-1.149,0.949,1.490,1,1,1,0,0,0,0.000,1.00,0.95,0.00,0.081,-67.824,15.191,0.0,0,0
196.613, 12.985313318,77.542927602, -1.932,4.368,0.0, -0.458,4.981,0.0,-110.10,-1.268923,0.0,0.0,0.0,0.0,0.066556,15939,64,-1228,7,-188,11,1,12.9852893,77.5429413,881.40,0.000,0.00,0.00,2.02,-68.503,15.146,0.0,-1.288,2.560,2.865,1,1,1,0,0,0,0.000,1.00,4.09,0.00,0.081,-69.791,17.705,0.0,0,0
197.614, 12.985345620,77.542904324, -2.010,5.959,0.0, -1.295,3.673,0.0,-106.61,-1.302122,0.0,0.0,0.0,0.0,0.053691,15639,-347,2860,-24,-7,-24,1,12.9853018,77.5429140,881.80,0.000,0.00,0.00,2.02,-71.543,16.559,0.0,-0.774,4.720,4.783,1,1,1,0,0,0,0.000,1.00,11.99,0.00,0.080,-72.317,21.279,0.0,0,0
198.614, 12.985383265,77.542893122, -1.376,6.386,0.0, -2.052,3.081,0.0,-115.51,-1.339478,0.0,0.0,0.0,0.0,0.055785,15454,-260,5161,123,89,-89,1,12.9853312,77.5428988,884.30,0.000,0.00,0.00,2.13,-73.103,20.080,0.0,-0.429,5.365,5.382,1,1,1,0,0,0,0.000,1.00,13.81,0.00,0.080,-73.532,25.445,0.0,0,0
199.616, 12.985428609,77.542885389, -0.940,6.478,0.0, -2.057,3.458,0.0,-125.52,-1.361256,0.0,0.0,0.0,0.0,0.057183,14716,-831,4135,-23,-126,-155,1,12.9853553,77.5428815,886.30,0.000,0.00,0.00,6.04,-75.083,22.756,0.0,0.712,7.706,7.739,1,1,1,0,0,0,0.000,1.00,3.62,0.00,0.080,-74.371,30.462,0.0,0,0
200.616, 12.985476492,77.542876235, -1.041,6.125,0.0, -2.404,3.092,0.0,-132.53,-1.377712,0.0,0.0,0.0,0.0,0.056989,15878,-819,6073,56,35,25,1,12.9853820,77.5428682,888.80,0.000,0.00,0.00,6.04,-76.453,25.753,0.0,1.089,10.007,10.066,1,1,1,0,0,0,0.000,1.00,6.39,0.00,0.079,-75.365,35.760,0.0,0,0
201.617, 12.985510728,77.542867240, -1.424,5.274,0.0, -1.833,4.209,0.0,-141.08,-1.401950,0.0,0.0,0.0,0.0,0.057860,15741,-446,3185,162,526,-105,1,12.9854055,77.5428737,889.80,0.000,0.00,0.00,6.04,-75.567,28.221,0.0,-0.774,11.327,11.354,1,1,1,0,0,0,0.000,1.00,8.35,0.00,0.079,-76.341,39.548,0.0,0,0
202.618, 12.985529448,77.542859496, -1.986,4.282,0.0, -2.753,4.167,0.0,-151.35,-1.431036,0.0,0.0,0.0,0.0,0.059708,15264,-483,3760,-278,-63,-3,1,12.9854155,77.5428760,890.50,0.000,0.00,0.00,6.04,-75.407,28.928,0.0,-1.774,12.692,12.815,1,1,1,0,0,0,0.000,1.00,10.91,0.00,0.078,-77.181,41.619,0.0,0,0
203.618, 12.985530172,77.542838445, -4.660,2.509,0.0, -3.656,3.546,0.0,-160.50,-1.461380,0.0,0.0,0.0,0.0,0.060859,15504,-421,4785,-225,281,-38,1,12.9854167,77.5428613,890.50,0.000,0.00,0.00,6.04,-76.500,29.136,0.0,-2.965,12.564,12.909,1,1,1,0,0,0,0.000,1.00,11.26,0.00,0.076,-79.465,41.699,0.0,0,0
204.619, 12.985488118,77.542809937, -8.351,0.282,0.0, -4.495,4.331,0.0,-168.57,-1.504097,0.0,0.0,0.0,0.0,0.056831,16029,-1228,4760,295,299,-219,1,12.9854480,77.5428720,891.40,0.000,0.00,0.00,1.47,-76.602,30.533,0.0,-5.957,6.514,8.826,1,1,1,0,0,0,0.000,1.00,121.11,0.00,0.074,-82.558,37.046,0.0,0,0
205.620, 12.985453852,77.542803524, -11.829,-1.110,0.0, -4.302,4.012,0.0,-175.42,-1.491315,0.0,0.0,0.0,0.0,0.048388,15706,-520,3522,299,25,-72,1,12.9854480,77.5428720,891.40,0.000,0.00,0.00,1.47,-75.732,32.860,0.0,-7.522,0.395,7.533,1,1,0,0,0,0,0.000,1.00,57.33,0.00,0.073,-83.254,33.255,0.0,0,0
206.620, 12.985454549,77.542746154, -15.894,-1.152,0.0, -4.218,4.036,0.0,178.65,-1.416535,0.0,0.0,0.0,0.0,0.044758,14303,-1092,3848,-661,-608,112,1,12.9854708,77.5428670,891.90,0.000,0.00,0.00,1.47,-76.441,35.422,0.0,-13.039,-2.090,13.205,1,1,0,0,0,0,2.176,2.50,182.42,0.00,0.070,-89.479,33.332,0.0,0,0
207.620, 12.985460009,77.542650834, -19.072,-0.450,0.0, -3.112,3.947,0.0,174.05,-1.321134,0.0,0.0,0.0,0.0,0.044853,15167,-110,3422,8,-409,209,1,12.9854883,77.5428498,891.60,0.000,0.00,0.00,2.04,-78.504,37.336,0.0,-21.318,-3.400,21.587,1,1,0,0,0,0,3.176,2.50,258.97,0.00,0.068,-99.822,33.936,0.0,0,0
208.621, 12.985482098,77.542564896, -19.953,1.024,0.0, -2.406,3.498,0.0,169.38,-1.186654,0.0,0.0,0.0,0.0,0.048301,15428,-110,2698,-437,193,0,1,12.9855075,77.5427813,890.00,0.000,0.00,0.00,2.03,-86.843,39.519,0.0,-22.304,-3.139,22.524,1,1,0,0,0,0,4.176,2.50,288.47,0.00,0.067,-109.147,36.380,0.0,0,0
209.623, 12.985512701,77.542559359, -17.655,2.638,0.0, -2.198,3.887,0.0,160.50,-0.976624,0.0,0.0,0.0,0.0,0.054077,14915,423,2522,881,-354,-314,1,12.9855203,77.5427385,889.70,0.000,0.00,0.00,1.37,-90.844,40.771,0.0,-18.903,-1.004,18.930,1,1,0,0,0,0,5.178,2.50,466.92,0.00,0.067,-109.748,39.766,0.0,0,0
210.624, 12.985543002,77.542552207, -16.044,4.573,0.0, -1.803,4.418,0.0,148.54,-0.820454,0.0,0.0,0.0,0.0,0.059237,14893,-520,2346,728,28,-371,1,12.9855335,77.5426912,889.40,0.000,0.00,0.00,1.37,-95.703,42.143,0.0,-14.820,0.976,14.852,1,1,0,0,0,0,6.179,2.50,276.18,0.00,0.065,-110.524,43.119,0.0,0,0
211.625, 12.985576884,77.542521666, -15.268,6.795,0.0, -1.575,3.922,0.0,140.02,-0.713131,0.0,0.0,0.0,0.0,0.063248,16831,399,4797,-308,-39,130,1,12.9855448,77.5426455,888.90,0.000,0.00,0.00,1.37,-100.037,43.229,0.0,-13.800,3.639,14.272,1,1,0,0,0,0,7.180,2.50,252.89,0.00,0.063,-113.837,46.868,0.0,0,0
212.625, 12.985611006,77.542489495, -14.441,8.685,0.0, -1.465,4.557,0.0,135.06,-0.621068,0.0,0.0,0.0,0.0,0.066225,19529,-1439,6372,325,213,374,1,12.9855593,77.5426010,888.60,0.000,0.00,0.00,1.34,-103.911,44.472,0.0,-13.417,6.171,14.768,1,1,0,0,0,0,8.180,2.50,290.43,0.00,0.055,-117.328,50.643,0.0,0,0
213.626, 12.985643099,77.542460851, -13.492,10.052,0.0, -1.346,4.941,0.0,132.14,-0.534373,0.0,0.0,0.0,0.0,0.068364,11668,1978,1821,185,-461,274,1,12.9855593,77.5426010,888.60,0.000,0.00,0.00,1.34,-105.454,44.998,0.0,-14.982,9.196,17.579,1,1,0,0,0,0,9.182,2.50,419.81,0.00,0.054,-120.436,54.194,0.0,0,0
214.627, 12.985673072,77.542431246, -12.507,10.876,0.0, -0.539,4.877,0.0,125.17,-0.453391,0.0,0.0,0.0,0.0,0.069546,14892,-359,5234,-1004,649,185,1,12.9855765,77.5425582,888.30,0.000,0.00,0.00,1.34,-110.309,47.006,0.0,-13.340,10.505,16.980,1,1,0,0,0,0,10.182,4.00,391.43,0.00,0.053,-123.649,57.511,0.0,0,0
215.628, 12.985698342,77.542400209, -11.542,11.617,0.0, -0.851,3.939,0.0,117.38,-0.374899,0.0,0.0,0.0,0.0,0.069739,16618,-1216,6097,-417,-209,-40,1,12.9855917,77.5425122,888.20,0.000,0.00,0.00,1.34,-115.456,48.705,0.0,-11.560,11.602,16.378,1,1,0,0,0,0,11.183,4.00,364.24,0.00,0.052,-127.016,60.307,0.0,0,0
216.629, 12.985718928,77.542369165, -10.272,11.826,0.0, -1.125,3.364,0.0,110.53,-0.301126,0.0,0.0,0.0,0.0,0.069545,14905,1046,3247,-470,-134,17,1,12.9856080,77.5424610,887.90,0.000,0.00,0.00,1.34,-121.203,50.565,0.0,-9.181,12.020,15.125,1,1,0,0,0,0,12.185,4.00,311.07,0.00,0.051,-130.385,62.585,0.0,0,0
217.630, 12.985736007,77.542317215, -9.766,11.153,0.0, -0.691,3.549,0.0,104.08,-0.243915,0.0,0.0,0.0,0.0,0.067816,15905,-3104,5097,-96,1099,-79,1,12.9856392,77.5423592,888.30,0.000,0.00,0.00,1.34,-131.466,53.763,0.0,-4.555,10.711,11.640,1,1,0,0,0,0,13.185,4.00,182.48,0.00,0.049,-136.021,64.474,0.0,0,0
218.630, 12.985751389,77.542269308, -8.795,11.055,0.0, -0.566,3.844,0.0,96.38,-0.192750,0.0,0.0,0.0,0.0,0.067427,13831,-794,5184,582,-519,-241,1,12.9856565,77.5423095,888.60,0.000,0.00,0.00,1.34,-137.515,55.910,0.0,-3.705,10.266,10.914,1,1,0,0,0,0,14.186,4.00,161.20,0.00,0.047,-141.220,66.176,0.0,0,0
219.631, 12.985766387,77.542231935, -7.081,10.669,0.0, 0.109,3.455,0.0,85.23,-0.145614,0.0,0.0,0.0,0.0,0.068095,15666,-384,4372,-493,419,-56,1,12.9856738,77.5422600,888.40,0.000,0.00,0.00,1.34,-142.510,57.691,0.0,-2.765,10.145,10.515,1,1,0,0,0,0,15.186,4.00,151.57,0.00,0.044,-145.275,67.836,0.0,0,0
220.631, 12.985776598,77.542206806, -4.906,9.844,0.0, 0.337,3.201,0.0,73.60,-0.101756,0.0,0.0,0.0,0.0,0.069434,15417,-570,5047,206,509,-464,1,12.9856912,77.5422072,888.60,0.000,0.00,0.00,1.34,-146.325,58.969,0.0,-1.677,9.996,10.136,1,1,0,0,0,0,16.186,4.00,142.96,0.00,0.042,-148.002,68.966,0.0,0,0
221.631, 12.985784512,77.542178951, -3.076,8.981,0.0, 0.845,4.133,0.0,57.94,-0.063500,0.0,0.0,0.0,0.0,0.070185,16455,225,5059,-247,862,-720,1,12.9857102,77.5421533,889.00,0.000,0.00,0.00,1.34,-150.574,60.450,0.0,-0.450,9.391,9.402,1,1,0,0,0,0,17.187,4.00,124.34,0.00,0.040,-151.024,69.841,0.0,0,0
222.631, 12.985793051,77.542148152, -1.446,8.056,0.0, 1.032,3.612,0.0,41.87,-0.029538,0.0,0.0,0.0,0.0,0.070534,15668,-1068,3771,13,556,-567,1,12.9857102,77.5421533,889.00,0.000,0.00,0.00,1.34,-154.208,61.764,0.0,-0.157,9.022,9.024,1,1,0,0,0,0,18.187,4.00,115.81,0.00,0.037,-154.366,70.786,0.0,0,0
223.632, 12.985801520,77.542113501, -0.263,6.952,0.0, 1.284,3.266,0.0,30.70,0.001978,0.0,0.0,0.0,0.0,0.070586,13982,-235,3347,-250,429,-34,1,12.9857302,77.5420992,889.10,0.000,0.00,0.00,1.34,-160.223,64.038,0.0,2.097,7.685,7.966,1,1,0,0,0,0,19.187,4.00,91.02,0.00,0.035,-158.126,71.723,0.0,0,0
224.632, 12.985803922,77.542078520, 0.175,5.397,0.0, 1.132,3.702,0.0,20.55,0.033330,0.0,0.0,0.0,0.0,0.070922,17856,-421,4997,-187,-46,-219,1,12.9857457,77.5420448,888.60,0.000,0.00,0.00,1.34,-166.410,65.785,0.0,4.489,6.204,7.658,1,1,0,0,0,0,20.187,4.00,85.77,0.00,0.033,-161.921,71.989,0.0,0,0
225.632, 12.985816294,77.542001202, -2.012,4.419,0.0, 0.754,2.302,0.0,13.85,0.069076,0.0,0.0,0.0,0.0,0.069390,13155,-408,3172,-426,1056,49,1,12.9857805,77.5419345,887.10,0.000,0.00,0.00,1.34,-177.548,69.398,0.0,7.238,3.960,8.250,1,1,0,0,0,0,21.188,4.00,103.27,0.00,0.032,-170.311,73.358,0.0,0,0
226.633, 12.985827292,77.541928223, -2.227,3.613,0.0, 2.290,2.064,0.0,4.12,0.097653,0.0,0.0,0.0,0.0,0.069036,16118,-881,3084,-206,-413,-160,1,12.9858023,77.5418795,887.00,0.000,0.00,0.00,1.34,-184.443,72.184,0.0,6.213,2.391,6.657,1,1,0,0,0,0,22.188,4.00,67.89,0.00,0.030,-178.229,74.575,0.0,0,0
227.633, 12.985836394,77.541872727, -2.323,2.648,0.0, 1.646,1.747,0.0,-7.17,0.117785,0.0,0.0,0.0,0.0,0.069417,13843,-123,3484,422,40,-288,1,12.9858247,77.5418252,887.30,0.000,0.00,0.00,1.34,-189.675,74.400,0.0,5.424,1.182,5.551,1,1,0,0,0,0,23.188,4.00,47.68,0.00,0.029,-184.251,75.582,0.0,0,0
228.635, 12.985848664,77.541818293, -3.006,2.064,0.0, 1.177,1.783,0.0,-17.96,0.133302,0.0,0.0,0.0,0.0,0.069613,14519,-61,3447,-226,93,-116,1,12.9858542,77.5417750,888.00,0.000,0.00,0.00,1.34,-194.462,77.300,0.0,4.305,-0.360,4.320,1,1,1,0,0,0,0.000,1.00,29.58,0.00,0.029,-190.158,76.940,0.0,0,0
229.638, 12.985868209,77.541765097, -3.717,2.019,0.0, 1.125,1.191,0.0,-26.53,0.144141,0.0,0.0,0.0,0.0,0.069493,14807,-98,3384,714,2,-212,1,12.9858822,77.5417227,888.20,0.000,0.00,0.00,1.34,-198.986,79.819,0.0,3.057,-0.716,3.140,1,1,1,0,0,0,0.000,1.00,16.05,0.00,0.029,-195.930,79.102,0.0,0,0
230.638, 12.985891397,77.541711623, -4.331,2.184,0.0, 0.949,1.126,0.0,-34.09,0.152872,0.0,0.0,0.0,0.0,0.069339,16081,-446,3533,-17,430,-57,1,12.9859098,77.5416712,888.30,0.000,0.00,0.00,1.34,-203.032,82.016,0.0,1.300,-0.348,1.346,1,1,1,0,0,0,0.000,1.00,3.25,0.00,0.026,-201.732,81.668,0.0,0,0
231.639, 12.985917013,77.541658413, -4.829,2.446,0.0, 0.984,1.381,0.0,-41.49,0.159930,0.0,0.0,0.0,0.0,0.069221,13245,1170,1971,-516,-138,74,1,12.9859098,77.5416712,888.30,0.000,0.00,0.00,1.34,-206.500,83.913,0.0,-1.005,0.589,1.165,1,1,1,0,0,0,0.000,1.00,1.60,0.00,0.025,-207.505,84.502,0.0,0,0
232.643, 12.985943094,77.541607501, -5.206,2.763,0.0, 0.177,0.681,0.0,-48.62,0.164461,0.0,0.0,0.0,0.0,0.069176,13919,-508,4597,621,953,-41,1,12.9859375,77.5416193,888.60,0.000,0.00,0.00,1.34,-212.420,87.134,0.0,-0.609,0.254,0.660,1,1,1,0,0,0,0.000,1.00,0.39,0.00,0.026,-213.030,87.388,0.0,0,0
233.644, 12.985985321,77.541536123, -5.965,3.366,0.0, 0.595,0.460,0.0,-55.33,0.188073,0.0,0.0,0.0,0.0,0.069020,14782,76,3409,-171,-81,81,1,12.9859975,77.5415235,888.40,0.000,0.00,0.00,1.34,-222.144,93.408,0.0,1.370,-1.348,1.922,1,1,1,0,0,0,0.000,1.00,6.46,0.00,0.024,-220.774,92.061,0.0,0,0
234.645, 12.986024803,77.541472286, -6.349,3.833,0.0, 0.542,0.118,0.0,-61.28,0.198763,0.0,0.0,0.0,0.0,0.068990,15208,-359,4847,-328,359,198,1,12.9860263,77.5414758,888.20,0.000,0.00,0.00,1.34,-228.148,97.105,0.0,0.447,-0.675,0.810,1,1,1,0,0,0,0.000,1.00,1.39,0.00,0.023,-227.701,96.429,0.0,0,0
235.645, 12.986058269,77.541419718, -6.297,4.043,0.0, 0.524,0.651,0.0,-65.73,0.193059,0.0,0.0,0.0,0.0,0.069037,14883,-719,3683,-150,127,176,1,12.9860545,77.5414282,888.20,0.000,0.00,0.00,1.34,-233.092,100.082,0.0,-0.313,0.050,0.317,1,1,1,0,0,0,0.000,1.00,0.05,0.00,0.021,-233.405,100.132,0.0,0,0
236.645, 12.986089923,77.541372326, -6.173,4.372,0.0, 1.029,0.096,0.0,-70.54,0.180286,0.0,0.0,0.0,0.0,0.069151,15569,-98,1171,205,54,140,1,12.9860837,77.5413813,888.10,0.000,0.00,0.00,1.34,-237.837,103.112,0.0,-0.711,0.523,0.882,1,1,1,0,0,0,0.000,1.00,0.82,0.00,0.018,-238.547,103.634,0.0,0,0
237.646, 12.986121039,77.541328839, -5.903,4.580,0.0, 0.430,0.749,0.0,-78.70,0.163021,0.0,0.0,0.0,0.0,0.069423,14909,-694,3484,233,202,-410,1,12.9861127,77.5413353,888.40,0.000,0.00,0.00,1.34,-242.197,105.918,0.0,-1.069,1.160,1.578,1,1,1,0,0,0,0.000,1.00,3.14,0.00,0.017,-243.266,107.077,0.0,0,0
238.647, 12.986150092,77.541290584, -5.448,4.843,0.0, -0.391,0.950,0.0,-90.78,0.141423,0.0,0.0,0.0,0.0,0.069955,14607,-645,6022,115,-46,-240,1,12.9861402,77.5412877,889.10,0.000,0.00,0.00,1.34,-244.778,107.466,0.0,-2.639,2.826,3.867,1,1,1,0,0,0,0.000,1.00,20.91,0.00,0.016,-247.417,110.292,0.0,0,0
239.647, 12.986179555,77.541253030, -4.946,5.205,0.0, -0.050,0.988,0.0,-102.58,0.120431,0.0,0.0,0.0,0.0,0.070437,14909,1443,2908,506,-11,-286,1,12.9861402,77.5412877,889.10,0.000,0.00,0.00,1.34,-248.090,109.409,0.0,-3.402,4.143,5.361,1,1,1,0,0,0,0.000,1.00,41.13,0.00,0.014,-251.492,113.552,0.0,0,0
240.648, 12.986207749,77.541212619, -4.559,5.373,0.0, 0.299,1.076,0.0,-111.24,0.098948,0.0,0.0,0.0,0.0,0.070398,14933,884,2396,170,255,75,1,12.9861648,77.5412357,889.50,0.000,0.00,0.00,1.34,-253.899,112.171,0.0,-1.978,4.501,4.916,1,1,1,0,0,0,0.000,1.00,34.81,0.00,0.013,-255.876,116.672,0.0,0,0
241.649, 12.986232303,77.541174861, -4.187,5.208,0.0, -0.499,0.848,0.0,-119.05,0.074616,0.0,0.0,0.0,0.0,0.070450,13845,-408,4697,122,73,2,1,12.9861902,77.5411855,889.40,0.000,0.00,0.00,1.34,-259.584,115.126,0.0,-0.389,4.262,4.280,1,1,0,0,0,0,0.000,1.00,26.38,0.00,0.012,-259.973,119.388,0.0,0,0
242.650, 12.986270804,77.541116561, -4.606,5.502,0.0, -1.095,1.155,0.0,-119.23,0.063208,0.0,0.0,0.0,0.0,0.068108,14920,-346,4383,-367,295,276,1,12.9862553,77.5410958,889.00,0.000,0.00,0.00,1.34,-268.552,121.933,0.0,2.253,1.715,2.832,1,1,1,0,0,0,0.000,1.00,12.00,0.00,0.010,-266.299,123.648,0.0,0,0
243.653, 12.986307806,77.541056131, -4.914,5.711,0.0, -1.550,1.799,0.0,-120.39,0.046284,0.0,0.0,0.0,0.0,0.066369,15096,363,3759,29,388,29,1,12.9862812,77.5410342,890.00,0.000,0.00,0.00,1.34,-276.275,125.244,0.0,3.419,2.498,4.234,1,1,1,0,0,0,0.000,1.00,26.81,0.00,0.011,-272.856,127.743,0.0,0,0
244.654, 12.986336781,77.541000185, -4.954,5.489,0.0, -1.562,2.246,0.0,-126.27,0.024519,0.0,0.0,0.0,0.0,0.065955,16283,-396,3809,-397,-64,28,1,12.9863067,77.5409733,890.80,0.000,0.00,0.00,1.34,-282.143,127.748,0.0,3.216,3.201,4.537,1,1,0,0,0,0,0.000,1.00,30.65,0.00,0.011,-278.927,130.949,0.0,0,0
245.657, 12.986361175,77.540945195, -4.812,5.200,0.0, -1.328,2.242,0.0,-133.51,0.002513,0.0,0.0,0.0,0.0,0.066018,14869,-235,2659,478,166,-174,1,12.9863335,77.5409143,891.70,0.000,0.00,0.00,1.34,-287.779,130.366,0.0,2.885,3.282,4.370,1,1,0,0,0,0,2.716,2.50,28.33,0.00,0.013,-284.893,133.648,0.0,0,0
