time_s,ekf_lat,ekf_lon,V_E,V_N,V_U,A_E,A_N,A_U,yaw_deg,ba_x,ba_y,ba_z,bg_x,bg_y,bg_z,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,gnss_fix,lat_deg,lon_deg,alt_m,speed_mps,course_deg,yaw_enu_deg,hdop,gnss_E,gnss_N,gnss_U,err_E,err_N,err_H,gnss_present,gnss_valid,gnss_used_pos,gnss_used_vel,reacq_active,snap_applied,outage_s,qscale,nis_pos,nis_vel,gnss_meas_age_s,pred_E,pred_N,pred_U,zupt_active,anchor_active
153.069, 12.994666922,77.479815461, 6.804,-0.391,0.0, -0.285,0.754,0.0,2.03,0.015464,0.0,0.0,0.0,0.0,0.000177,16522,452,2880,544,277,118,1,12.9935088,77.4777942,802.70,0.000,0.00,0.00,3.48,-175.371,-130.671,0.0,219.307,128.139,253.998,1,1,0,0,0,0,9.909,5.00,0.00,0.00,0.087,43.936,-2.531,0.0,0,0
154.069, 12.994659241,77.479785174, 4.653,-0.488,0.0, -0.185,1.810,0.0,7.38,0.170650,0.0,0.0,0.0,0.0,0.000137,14084,2841,315,793,289,890,1,12.9934085,77.4777448,806.60,0.000,0.00,0.00,3.48,-180.731,-141.768,0.0,221.381,138.387,261.076,1,1,1,0,1,0,0.000,2.00,129.94,0.00,0.085,40.650,-3.381,0.0,0,0
155.069, 12.994654350,77.479825812, 4.291,-0.570,0.0, 0.518,0.456,0.0,25.66,0.170650,0.0,0.0,0.0,0.0,-0.000198,15350,2158,3018,-125,-938,753,1,12.9933238,77.4777110,805.30,0.000,0.00,0.00,3.48,-184.398,-151.140,0.0,229.458,147.218,272.624,1,1,0,0,0,0,0.000,2.00,129.94,0.00,0.084,45.059,-3.922,0.0,0,0
156.071, 12.994649523,77.479866075, 4.491,-0.470,0.0, 0.208,-1.189,0.0,21.95,0.170650,0.0,0.0,0.0,0.0,-0.000304,16287,-530,2167,-84,269,-1331,1,12.9932285,77.4776762,805.30,0.000,0.00,0.00,3.48,-188.174,-161.684,0.0,237.602,157.228,284.913,1,1,0,0,0,0,2.888,5.00,129.94,0.00,0.083,49.428,-4.456,0.0,0,0
157.071, 12.994645796,77.479909351, 4.802,-0.390,0.0, 0.075,0.062,0.0,3.56,0.170650,0.0,0.0,0.0,0.0,-0.000084,13960,639,4270,-279,239,-614,1,12.9930330,77.4775862,815.00,0.000,0.00,0.00,3.49,-197.940,-183.315,0.0,252.063,178.447,308.835,1,1,0,0,0,0,3.889,5.00,129.94,0.00,0.081,54.123,-4.869,0.0,0,0
158.071, 12.994642231,77.479953344, 4.699,-0.407,0.0, 0.205,1.606,0.0,14.21,0.170650,0.0,0.0,0.0,0.0,-0.000159,16162,2519,2954,315,42,979,1,12.9929425,77.4775423,819.50,0.000,0.00,0.00,3.49,-202.703,-193.329,0.0,261.599,188.066,322.184,1,1,0,0,0,0,4.889,5.00,129.94,0.00,0.078,58.896,-5.263,0.0,0,0
159.071, 12.994638487,77.479996284, 4.660,-0.406,0.0, 0.440,1.186,0.0,28.05,0.170650,0.0,0.0,0.0,0.0,-0.000281,14186,1411,2167,-172,1,804,1,12.9929425,77.4775423,819.50,0.000,0.00,0.00,3.49,-202.703,-193.329,0.0,266.258,187.652,325.740,1,1,0,0,0,0,5.889,5.00,129.94,0.00,0.076,63.555,-5.677,0.0,0,0
160.073, 12.994635062,77.480039541, 4.771,-0.310,0.0, 0.617,1.525,0.0,36.22,0.170650,0.0,0.0,0.0,0.0,-0.000325,16450,987,3944,260,-286,282,1,12.9928563,77.4775070,821.10,0.000,0.00,0.00,3.49,-206.533,-202.866,0.0,274.781,196.810,337.993,1,1,0,0,0,0,6.890,5.00,129.94,0.00,0.075,68.248,-6.056,0.0,0,0
161.073, 12.994632643,77.480083965, 4.795,-0.274,0.0, 0.090,0.406,0.0,38.67,0.170650,0.0,0.0,0.0,0.0,-0.000420,15462,-82,2229,-82,-40,12,1,12.9927692,77.4774753,822.00,0.000,0.00,0.00,3.49,-209.973,-212.504,0.0,283.041,206.180,350.174,1,1,0,0,0,0,7.891,5.00,129.94,0.00,0.072,73.068,-6.324,0.0,0,0
162.075, 12.994628627,77.480126264, 4.302,-0.670,0.0, -0.763,0.370,0.0,40.29,0.170650,0.0,0.0,0.0,0.0,-0.000475,14813,740,2480,254,-17,60,1,12.9926745,77.4774447,824.40,0.000,0.00,0.00,3.49,-213.293,-222.982,0.0,290.950,216.214,362.492,1,1,0,0,0,0,8.893,5.00,129.94,0.00,0.069,77.657,-6.768,0.0,0,0
163.077, 12.994619307,77.480162065, 3.472,-1.392,0.0, -0.845,1.219,0.0,44.77,0.170650,0.0,0.0,0.0,0.0,-0.000447,14361,192,2518,-439,-1007,323,1,12.9925805,77.4774310,823.50,0.000,0.00,0.00,3.49,-214.780,-233.382,0.0,296.321,225.583,372.416,1,1,0,0,0,0,9.894,5.00,129.94,0.00,0.068,81.541,-7.799,0.0,0,0
164.078, 12.994602980,77.480190413, 2.746,-2.155,0.0, -0.460,1.031,0.0,46.93,0.170650,0.0,0.0,0.0,0.0,-0.000621,14793,-457,3782,-22,262,-100,1,12.9924855,77.4774178,821.90,0.000,0.00,0.00,3.49,-216.212,-243.893,0.0,300.829,234.288,381.299,1,1,0,0,1,0,10.895,8.00,206.71,0.00,0.066,84.617,-9.606,0.0,0,0
165.079, 12.994580586,77.480212977, 2.039,-2.891,0.0, -0.979,0.952,0.0,44.60,0.170650,0.0,0.0,0.0,0.0,-0.000901,14654,-1127,2995,-282,-178,-467,1,12.9922905,77.4773990,819.00,0.000,0.00,0.00,3.49,-218.252,-265.469,0.0,305.317,253.386,396.766,1,1,0,0,0,0,11.897,8.00,206.71,0.00,0.066,87.065,-12.083,0.0,0,0
166.079, 12.994549153,77.480225753, 0.631,-4.075,0.0, -2.006,-0.251,0.0,35.12,0.170650,0.0,0.0,0.0,0.0,-0.000944,14375,29,4285,-128,356,-601,1,12.9921907,77.4773890,818.90,0.000,0.00,0.00,3.49,-219.337,-276.511,0.0,307.788,260.950,403.520,1,1,0,0,0,0,12.897,8.00,206.71,0.00,0.062,88.451,-15.561,0.0,0,0
167.080, 12.994507446,77.480223551, -1.148,-5.101,0.0, -1.838,-1.233,0.0,23.52,0.170650,0.0,0.0,0.0,0.0,-0.000629,15389,-2272,4435,1373,280,-977,1,12.9921907,77.4773890,818.90,0.000,0.00,0.00,3.49,-219.337,-276.511,0.0,307.549,256.336,400.368,1,1,0,0,0,0,13.897,8.00,206.71,0.00,0.061,88.212,-20.175,0.0,0,0
168.080, 12.994458598,77.480205117, -2.835,-5.642,0.0, -1.606,-2.550,0.0,13.33,0.170650,0.0,0.0,0.0,0.0,-0.000466,17641,-83,3546,-1037,-247,-265,1,12.9920928,77.4773772,818.00,0.000,0.00,0.00,3.49,-220.617,-287.343,0.0,306.830,261.764,403.317,1,1,0,0,0,0,14.898,8.00,206.71,0.00,0.060,86.212,-25.580,0.0,0,0
169.082, 12.994406122,77.480171217, -4.448,-5.920,0.0, -1.080,-2.261,0.0,8.82,0.170650,0.0,0.0,0.0,0.0,-0.000487,15827,-208,2006,-36,-288,-216,1,12.9919943,77.4773633,816.30,0.000,0.00,0.00,3.49,-222.126,-298.242,0.0,304.660,266.856,405.006,1,1,0,0,0,0,15.899,8.00,206.71,0.00,0.061,82.534,-31.386,0.0,0,0
170.082, 12.994351846,77.480123426, -5.972,-6.078,0.0, -1.247,-3.276,0.0,5.08,0.170650,0.0,0.0,0.0,0.0,-0.000304,15577,-9,3083,-187,112,-432,1,12.9918965,77.4773478,814.00,0.000,0.00,0.00,3.49,-223.807,-309.063,0.0,301.157,271.672,405.587,1,1,0,0,0,0,16.899,8.00,206.71,0.00,0.049,77.349,-37.391,0.0,0,0
171.083, 12.994296683,77.480061896, -7.207,-6.087,0.0, -0.747,-3.443,0.0,-2.38,0.170650,0.0,0.0,0.0,0.0,-0.000539,15115,1024,1781,-536,217,-589,1,12.9917950,77.4773262,812.20,0.000,0.00,0.00,3.49,-226.151,-320.293,0.0,296.825,276.799,405.860,1,1,0,0,0,0,17.900,8.00,206.71,0.00,0.049,70.674,-43.494,0.0,0,0
172.083, 12.994242049,77.479992509, -7.720,-6.000,0.0, -0.111,-3.920,0.0,-12.70,0.170650,0.0,0.0,0.0,0.0,-0.000768,14426,16,2820,-737,-480,-932,1,12.9915985,77.4772808,808.90,0.000,0.00,0.00,3.49,-231.077,-342.035,0.0,294.222,292.496,414.874,1,1,0,0,0,0,18.900,8.00,206.71,0.00,0.047,63.145,-49.539,0.0,0,0
173.083, 12.994187825,77.479921668, -7.513,-6.051,0.0, 0.530,-2.665,0.0,-26.37,0.170650,0.0,0.0,0.0,0.0,-0.001023,17063,66,3008,-106,-284,-467,1,12.9914905,77.4772145,816.10,0.000,0.00,0.00,3.49,-238.271,-353.984,0.0,293.731,298.446,418.746,1,1,0,0,0,0,19.901,8.00,206.71,0.00,0.044,55.459,-55.538,0.0,0,0
174.084, 12.993354166,77.477492869, -23.429,-11.841,0.0, -0.098,-2.504,0.0,-27.15,0.730870,0.0,0.0,0.0,0.0,-0.000844,14764,-83,967,-876,-100,-11,1,12.9914905,77.4772145,816.10,0.000,0.00,0.00,3.49,-238.271,-353.984,0.0,30.216,206.212,208.414,1,1,1,0,1,0,0.000,2.00,162.05,0.00,0.044,-208.055,-147.773,0.0,0,0
175.085, 12.993247866,77.477275102, -23.765,-11.680,0.0, 0.335,-2.685,0.0,-23.88,0.730870,0.0,0.0,0.0,0.0,-0.000510,16699,1385,3733,-360,300,204,1,12.9913895,77.4771497,822.30,0.000,0.00,0.00,3.49,-245.302,-365.160,0.0,13.620,205.627,206.077,1,1,0,0,0,0,0.000,2.00,162.05,0.00,0.042,-231.682,-159.533,0.0,0,0
176.087, 12.993142428,77.477055003, -23.845,-11.647,0.0, 0.258,-2.175,0.0,-26.24,0.730870,0.0,0.0,0.0,0.0,-0.000796,14840,-370,2043,439,137,-868,1,12.9913042,77.4771153,820.10,0.000,0.00,0.00,3.49,-249.035,-374.598,0.0,-6.527,203.399,203.504,1,1,0,0,0,0,2.847,5.00,162.05,0.00,0.042,-255.562,-171.199,0.0,0,0
177.087, 12.993036452,77.476836238, -23.569,-11.826,0.0, 1.260,-2.573,0.0,-38.94,0.730870,0.0,0.0,0.0,0.0,-0.000813,15711,-2458,3108,-19,-722,-1085,1,12.9912192,77.4770838,817.80,0.000,0.00,0.00,3.49,-252.453,-384.002,0.0,-26.845,201.079,202.863,1,1,0,0,0,0,3.848,5.00,162.05,0.00,0.040,-279.298,-182.923,0.0,0,0
178.087, 12.992929824,77.476618774, -23.740,-11.613,0.0, -0.445,-0.901,0.0,-52.56,0.730870,0.0,0.0,0.0,0.0,-0.000765,15102,-2209,-786,-302,-21,-739,1,12.9911397,77.4770407,815.30,0.000,0.00,0.00,3.49,-257.129,-392.798,0.0,-45.763,198.078,203.296,1,1,0,0,0,0,4.848,5.00,162.05,0.00,0.039,-302.892,-194.720,0.0,0,0
179.088, 12.992830257,77.476396307, -24.450,-10.408,0.0, -0.263,-0.973,0.0,-54.88,0.730870,0.0,0.0,0.0,0.0,-0.000769,14186,614,-534,76,-129,-84,1,12.9909633,77.4768987,820.40,0.000,0.00,0.00,3.49,-272.537,-412.316,0.0,-54.492,206.580,213.646,1,1,0,0,0,0,5.849,5.00,162.05,0.00,0.038,-327.029,-205.736,0.0,0,0
180.090, 12.992742062,77.476167019, -25.227,-9.068,0.0, -1.246,-0.069,0.0,-55.62,0.730870,0.0,0.0,0.0,0.0,-0.000742,15927,-1264,-497,-947,-542,-150,1,12.9908762,77.4768113,825.10,0.000,0.00,0.00,3.49,-282.020,-421.954,0.0,-69.885,206.460,217.967,1,1,0,0,0,0,6.851,5.00,162.05,0.00,0.039,-351.906,-215.494,0.0,0,0
181.091, 12.992665802,77.475931055, -25.898,-7.825,0.0, -1.086,-0.657,0.0,-56.51,0.730870,0.0,0.0,0.0,0.0,-0.000705,15689,489,-8,-165,311,21,1,12.9908112,77.4767633,823.60,0.000,0.00,0.00,3.49,-287.228,-429.145,0.0,-90.279,205.215,224.195,1,1,0,0,0,0,7.851,5.00,162.05,0.00,0.038,-377.507,-223.931,0.0,0,0
182.091, 12.992601197,77.475688702, -26.643,-6.531,0.0, -0.003,-1.068,0.0,-52.64,0.730870,0.0,0.0,0.0,0.0,-0.000644,15764,415,2419,-91,-177,386,1,12.9908112,77.4767633,823.60,0.000,0.00,0.00,3.49,-287.228,-429.145,0.0,-116.573,198.067,229.826,1,1,0,0,0,0,8.852,5.00,162.05,0.00,0.038,-403.802,-231.078,0.0,0,0
183.092, 12.992546181,77.475440185, -27.234,-5.646,0.0, -0.194,-0.998,0.0,-45.72,0.730870,0.0,0.0,0.0,0.0,-0.000563,15739,1111,1629,-435,-113,406,1,12.9907550,77.4767203,824.20,0.000,0.00,0.00,3.49,-292.474,-436.136,0.0,-138.291,198.972,242.310,1,1,0,0,0,0,9.853,5.00,162.05,0.00,0.038,-430.765,-237.165,0.0,0,0
184.092, 12.992000554,77.476027835, -23.874,-7.556,0.0, -0.864,-0.513,0.0,-39.55,0.627479,0.0,0.0,0.0,0.0,-0.000500,16625,-295,2245,496,-14,331,1,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-75.117,137.825,156.966,1,1,1,0,1,0,0.000,2.00,74.96,0.00,0.037,-367.008,-297.533,0.0,0,0
185.093, 12.991935813,77.475802892, -24.986,-6.713,0.0, -0.964,-0.534,0.0,-35.50,0.627479,0.0,0.0,0.0,0.0,-0.000405,15389,801,3008,393,-3540,337,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-99.523,130.662,164.248,1,1,0,0,0,0,0.000,2.00,74.96,0.00,0.036,-391.413,-304.696,0.0,0,0
186.094, 12.991878389,77.475567677, -25.916,-6.094,0.0, 0.151,0.566,0.0,-30.22,0.627479,0.0,0.0,0.0,0.0,-0.000161,13649,888,3159,-906,3829,93,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-125.043,124.309,176.319,1,1,0,0,0,0,2.839,5.00,74.96,0.00,0.034,-416.934,-311.049,0.0,0,0
187.094, 12.991822979,77.475329315, -25.951,-6.080,0.0, 0.179,0.126,0.0,-26.89,0.627479,0.0,0.0,0.0,0.0,-0.000177,15300,166,4209,49,-501,299,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-150.905,118.179,191.673,1,1,0,0,0,0,3.839,5.00,74.96,0.00,0.032,-442.795,-317.179,0.0,0,0
188.095, 12.991768589,77.475088689, -26.269,-5.942,0.0, 0.646,-0.576,0.0,-20.46,0.627479,0.0,0.0,0.0,0.0,-0.000199,14888,1907,3158,247,-5,394,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-177.012,112.162,209.556,1,1,0,0,0,0,4.839,5.00,74.96,0.00,0.032,-468.902,-323.196,0.0,0,0
189.096, 12.991715731,77.474844000, -26.816,-5.739,0.0, -0.157,0.508,0.0,-10.44,0.627479,0.0,0.0,0.0,0.0,-0.000250,15099,1135,4122,-8,-169,733,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-203.560,106.314,229.651,1,1,0,0,0,0,5.840,5.00,74.96,0.00,0.031,-495.450,-329.044,0.0,0,0
190.096, 12.991664609,77.474592124, -27.882,-5.604,0.0, -0.423,1.147,0.0,-0.09,0.627479,0.0,0.0,0.0,0.0,-0.000331,14676,577,3420,-302,58,539,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-230.888,100.658,251.876,1,1,0,0,0,0,6.841,5.00,74.96,0.00,0.030,-522.778,-334.699,0.0,0,0
191.096, 12.991613968,77.474333665, -28.202,-5.603,0.0, -0.246,1.414,0.0,4.76,0.627479,0.0,0.0,0.0,0.0,-0.000354,14226,-382,4221,-231,113,-146,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-258.930,95.056,275.827,1,1,0,0,0,0,7.841,5.00,74.96,0.00,0.029,-550.820,-340.302,0.0,0,0
192.097, 12.991563252,77.474070177, -29.063,-5.590,0.0, -0.362,0.498,0.0,-3.60,0.627479,0.0,0.0,0.0,0.0,-0.000406,15791,-817,4559,-64,-310,-853,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-287.518,89.446,301.110,1,1,0,0,0,0,8.842,5.00,74.96,0.00,0.029,-579.408,-345.912,0.0,0,0
193.100, 12.991513373,77.473797364, -29.970,-5.346,0.0, -0.407,0.134,0.0,-18.92,0.627479,0.0,0.0,0.0,0.0,-0.000345,14675,-382,5786,-973,-88,-896,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-317.117,83.928,328.035,1,1,0,0,0,0,9.845,5.00,74.96,0.00,0.031,-609.008,-351.430,0.0,0,0
194.101, 12.991467820,77.473515833, -31.064,-4.627,0.0, -0.919,0.564,0.0,-35.41,0.627479,0.0,0.0,0.0,0.0,-0.000074,15390,1559,3206,824,348,44,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-347.663,78.888,356.501,1,1,0,0,0,0,10.846,8.00,74.96,0.00,0.031,-639.553,-356.469,0.0,0,0
195.101, 12.991430423,77.473223037, -32.629,-3.643,0.0, -1.746,-0.812,0.0,-22.77,0.627479,0.0,0.0,0.0,0.0,-0.000155,15265,1932,2319,363,357,890,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-379.430,74.752,386.723,1,1,0,0,0,0,11.846,8.00,74.96,0.00,0.027,-671.320,-360.606,0.0,0,0
196.102, 12.991402010,77.472909238, -35.721,-2.643,0.0, -3.282,-1.663,0.0,-13.09,0.627479,0.0,0.0,0.0,0.0,-0.000163,15827,1472,441,-347,-2,316,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-413.476,71.609,419.631,1,1,0,0,0,0,12.847,8.00,74.96,0.00,0.026,-705.367,-363.749,0.0,0,0
197.103, 12.991382474,77.472560720, -39.913,-1.644,0.0, -4.000,-1.041,0.0,-14.06,0.627479,0.0,0.0,0.0,0.0,-0.000124,16616,-444,-861,-238,-193,-446,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-451.290,69.448,456.602,1,1,0,0,0,0,13.848,8.00,74.96,0.00,0.026,-743.180,-365.909,0.0,0,0
198.104, 12.991373891,77.472191676, -39.999,-0.274,0.0, -2.572,-0.669,0.0,-18.76,0.627479,0.0,0.0,0.0,0.0,-0.000012,15390,340,3395,-387,-226,-250,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-491.330,68.500,496.082,1,1,0,0,0,0,14.849,8.00,74.96,0.00,0.026,-783.220,-366.858,0.0,0,0
199.105, 12.991376218,77.471822588, -39.994,0.667,0.0, -0.099,0.120,0.0,-23.47,0.627479,0.0,0.0,0.0,0.0,0.000073,15904,863,3407,176,411,-391,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-531.375,68.758,535.805,1,1,0,0,0,0,15.850,4.00,74.96,0.00,0.025,-823.265,-366.599,0.0,0,0
200.107, 12.991383381,77.471453439, -39.989,0.923,0.0, -0.126,-0.029,0.0,-21.28,0.627479,0.0,0.0,0.0,0.0,0.000090,15840,253,2807,136,322,382,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-571.426,69.552,575.643,1,1,0,0,0,0,16.852,4.00,74.96,0.00,0.026,-863.316,-365.806,0.0,0,0
201.108, 12.991392573,77.471084504, -39.984,1.114,0.0, 0.144,-0.084,0.0,-21.87,0.627479,0.0,0.0,0.0,0.0,0.000103,14977,66,3807,-216,-180,-576,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-611.454,70.570,615.513,1,1,0,0,0,0,17.853,4.00,74.96,0.00,0.026,-903.345,-364.787,0.0,0,0
202.108, 12.991403876,77.470715998, -39.947,1.387,0.0, 0.715,0.301,0.0,-33.20,0.627479,0.0,0.0,0.0,0.0,0.000153,14540,726,4346,-84,-372,-815,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-651.436,71.822,655.383,1,1,0,0,0,0,18.853,8.00,74.96,0.00,0.025,-943.326,-363.535,0.0,0,0
203.109, 12.991417742,77.470347325, -39.951,1.701,0.0, -0.056,0.525,0.0,-43.10,0.627479,0.0,0.0,0.0,0.0,0.000190,14841,701,4296,-138,-254,-237,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-691.436,73.358,695.317,1,1,0,0,0,0,19.854,8.00,74.96,0.00,0.021,-983.326,-362.000,0.0,0,0
204.109, 12.991434970,77.469979008, -39.943,2.117,0.0, -0.124,0.345,0.0,-43.69,0.627479,0.0,0.0,0.0,0.0,0.000202,15953,1235,4809,376,308,289,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-731.397,75.265,735.260,1,1,0,0,0,0,20.854,8.00,74.96,0.00,0.020,-1023.287,-360.092,0.0,0,0
205.112, 12.991456595,77.469610030, -39.904,2.752,0.0, -0.829,0.262,0.0,-37.46,0.627479,0.0,0.0,0.0,0.0,0.000166,14616,614,3069,-62,12,413,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-771.430,77.660,775.329,1,1,0,0,0,0,21.857,8.00,74.96,0.00,0.022,-1063.320,-357.698,0.0,0,0
206.113, 12.991484976,77.469242166, -39.851,3.442,0.0, -0.533,0.903,0.0,-31.32,0.627479,0.0,0.0,0.0,0.0,0.000120,14015,1409,4408,249,-30,277,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-811.342,80.801,815.356,1,1,0,0,0,0,22.858,8.00,74.96,0.00,0.022,-1103.232,-354.557,0.0,0,0
207.113, 12.991517754,77.468874988, -39.817,3.815,0.0, -0.380,0.194,0.0,-31.61,0.627479,0.0,0.0,0.0,0.0,0.000101,14766,826,4021,131,79,-290,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-851.180,84.429,855.357,1,1,0,0,0,0,23.858,8.00,74.96,0.00,0.021,-1143.070,-350.928,0.0,0,0
208.114, 12.991554527,77.468507976, -39.760,4.368,0.0, -0.772,0.237,0.0,-35.33,0.627479,0.0,0.0,0.0,0.0,0.000119,14879,1210,4008,143,335,-269,0,12.9907550,77.4767203,739.00,0.000,0.00,0.00,3.49,-291.890,-435.358,0.0,-890.999,88.499,895.383,1,1,0,0,0,0,24.859,8.00,74.96,0.00,0.020,-1182.889,-346.858,0.0,0,0
