time_s,E,N,U,V_E,V_N,V_U,A_E,A_N,A_U,yaw_deg,ba_x,ba_y,ba_z,bg_x,bg_y,bg_z,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,gnss_fix,lat_deg,lon_deg,alt_m,speed_mps,course_deg,yaw_enu_deg,hdop,gnss_E,gnss_N,gnss_U,err_E,err_N,err_H,gnss_present,gnss_valid,gnss_used_pos,gnss_used_vel,reacq_active,snap_applied,outage_s,qscale,nis_pos,nis_vel,gnss_meas_age_s,pred_E,pred_N,pred_U,zupt_active,anchor_active
254.742,0.001,0.000,0.000,0.000,0.001,-0.003,-0.025,0.037,-0.216,9.89,-6.329636,3.100873,-9.413986,-0.000498,0.002705,-0.000349,-1553,3598,-15725,-75,-72,19,1,12.9752188,77.5486025,877.80,0.500,0.00,0.00,2.02,2.477,-3.446,-9.399,-2.477,3.446,4.243,1,1,0,0,0,0,0.000,1.00,26.06,0.00,0.080,0.001,0.000,0.000,1,1
255.744,0.001,0.000,0.000,-0.002,0.000,-0.002,-0.078,0.013,-0.183,9.84,-6.313711,3.103520,-9.413677,0.003063,0.003872,0.003286,-1541,3573,-15839,-41,-23,5,1,12.9752180,77.5486030,877.80,0.500,0.00,0.00,2.02,2.535,-3.529,-9.400,-2.534,3.529,4.344,1,1,0,0,0,0,2.884,2.00,26.28,0.00,0.080,0.001,0.000,0.000,1,1
256.745,0.001,0.000,0.000,-0.001,0.000,-0.002,-0.155,0.046,-0.072,9.85,-6.301522,3.105704,-9.415685,0.004414,0.000540,0.002173,-1415,3648,-16013,-60,-33,13,1,12.9752162,77.5486042,877.60,0.500,0.00,0.00,2.02,2.665,-3.727,-9.609,-2.664,3.727,4.581,1,1,0,0,0,0,3.885,2.00,27.77,0.00,0.080,0.001,0.000,0.000,1,1
257.746,0.001,0.000,0.000,-0.001,0.000,-0.001,-0.181,0.055,-0.063,9.87,-6.290925,3.107379,-9.419008,0.000797,0.001525,-0.000772,-1429,3673,-16065,-60,9,9,1,12.9752158,77.5486045,877.50,0.500,0.00,0.00,2.02,2.683,-3.752,-9.673,-2.683,3.752,4.612,1,1,0,0,0,0,4.886,2.00,28.15,0.00,0.080,0.001,0.000,0.000,1,1
258.747,0.001,0.000,0.000,-0.001,0.000,-0.002,0.033,0.026,-0.170,9.86,-6.279600,3.108417,-9.422571,-0.002479,-0.001155,-0.000872,-1504,3573,-15689,-47,14,7,1,12.9752158,77.5486045,877.50,0.500,0.00,0.00,2.02,2.692,-3.764,-9.705,-2.691,3.764,4.627,1,1,1,0,1,0,0.000,1.00,28.33,0.00,0.079,0.001,0.000,0.000,1,1
259.748,0.001,0.000,0.000,-0.000,-0.000,-0.002,0.036,-0.068,-0.175,9.82,-6.271326,3.109560,-9.425899,0.001773,0.000843,0.001007,-1530,3424,-15713,-25,-38,4,1,12.9752152,77.5486050,877.50,0.500,0.00,0.00,2.02,2.750,-3.835,-9.700,-2.750,3.835,4.719,1,1,0,0,0,0,0.000,1.00,28.51,0.00,0.077,0.001,0.000,0.000,1,1
260.750,0.001,0.000,0.000,-0.001,0.000,-0.001,-0.095,0.062,-0.100,9.84,-6.264393,3.110206,-9.428465,0.001547,0.000433,0.000667,-1479,3673,-15927,-68,-36,-3,1,12.9752145,77.5486055,877.40,0.500,0.00,0.00,2.02,2.806,-3.915,-9.812,-2.805,3.915,4.816,1,1,0,0,0,0,2.181,2.00,29.28,0.00,0.075,0.001,0.000,0.000,1,1
261.750,0.001,0.000,0.000,-0.000,-0.000,-0.002,-0.121,0.001,-0.130,9.82,-6.258766,3.110516,-9.430819,0.000785,0.001312,0.001191,-1555,3586,-15975,-112,-62,12,1,12.9752135,77.5486063,877.30,0.500,0.00,0.00,2.02,2.900,-4.034,-9.915,-2.899,4.034,4.967,1,1,0,0,0,0,3.182,2.00,30.14,0.00,0.074,0.001,0.000,0.000,1,1
262.751,0.001,0.000,0.000,-0.000,0.000,-0.002,0.031,0.023,-0.198,9.82,-6.253784,3.110935,-9.434137,0.000311,0.001316,0.001718,-1591,3586,-15701,-83,-3,14,1,12.9752127,77.5486072,877.20,0.500,0.00,0.00,2.02,2.999,-4.118,-10.015,-2.998,4.118,5.094,1,1,0,0,0,0,4.183,2.00,30.94,0.00,0.074,0.001,0.000,0.000,1,1
263.752,0.001,0.000,0.000,-0.000,-0.000,-0.002,-0.136,-0.002,-0.088,9.80,-6.250512,3.111460,-9.438457,-0.001903,0.000617,0.001388,-1516,3586,-16027,-86,-22,16,1,12.9752108,77.5486085,876.90,0.500,0.00,0.00,2.02,3.131,-4.325,-10.313,-3.130,4.325,5.339,1,1,1,0,1,0,0.000,1.00,0.33,0.00,0.074,0.001,0.000,0.000,1,1
264.753,0.001,0.000,0.000,-0.001,0.000,-0.001,-0.057,0.016,-0.085,9.84,-6.248215,3.112503,-9.443217,-0.000430,0.000601,-0.000281,-1479,3598,-15902,-91,-28,9,1,12.9752087,77.5486093,876.50,0.500,0.00,0.00,2.02,3.206,-4.530,-10.669,-3.206,4.530,5.550,1,1,1,0,1,0,0.000,1.00,35.44,0.00,0.074,0.001,0.000,0.000,1,1
265.755,0.001,0.000,0.000,-0.000,0.000,-0.001,0.001,0.040,-0.147,9.83,-6.246070,3.112701,-9.447129,-0.003547,0.001477,0.001955,-1554,3623,-15776,-87,-43,-14,1,12.9752083,77.5486095,876.40,0.500,0.00,0.00,2.02,3.223,-4.572,-10.752,-3.222,4.572,5.593,1,1,0,0,0,0,0.000,1.00,36.00,0.00,0.074,0.001,0.000,0.000,1,1
266.756,0.001,0.000,0.000,-0.001,-0.000,-0.001,-0.063,-0.050,-0.094,9.87,-6.244418,3.113183,-9.450203,-0.002283,-0.000357,-0.001254,-1516,3498,-15927,-88,-32,14,1,12.9752083,77.5486095,876.40,0.500,0.00,0.00,2.02,3.235,-4.594,-10.806,-3.234,4.594,5.618,1,1,0,0,0,0,2.475,2.00,36.35,0.00,0.074,0.001,0.000,0.000,1,1
267.756,0.001,0.000,0.000,-0.000,0.000,-0.000,-0.176,-0.035,-0.043,9.76,-6.242595,3.112007,-9.453707,-0.004190,0.002405,-0.005518,-1529,3548,-16202,-54,-83,-2,1,12.9752078,77.5486100,876.30,0.500,0.00,0.00,2.02,3.295,-4.654,-10.912,-3.294,4.654,5.701,1,1,0,0,0,0,3.476,2.00,37.14,0.00,0.073,0.001,0.000,0.000,1,1
268.758,0.001,0.000,0.000,0.000,0.002,-0.003,-0.042,0.053,0.007,9.98,-6.234113,3.105333,-9.461201,0.023786,-0.012550,-0.002685,-1381,3710,-15975,64,-31,22,1,12.9752027,77.5486112,875.30,0.500,0.00,0.00,2.02,3.437,-5.294,-12.046,-3.436,5.294,6.311,1,1,0,0,0,0,4.477,2.00,45.32,0.00,0.073,0.001,0.000,0.000,1,1
269.759,0.001,0.000,-0.000,-0.000,0.006,-0.005,0.055,0.384,-0.399,10.14,-6.193821,3.110348,-9.444779,0.006630,0.010373,0.002022,-1979,4184,-15626,-78,42,135,1,12.9752007,77.5486115,875.00,0.500,0.00,0.00,2.01,3.455,-5.464,-12.241,-3.454,5.464,6.464,1,1,1,0,1,0,0.000,1.00,0.47,0.00,0.071,0.001,0.000,-0.000,1,0
270.759,0.001,0.000,0.000,0.001,-0.000,-0.001,0.122,0.078,-0.174,10.28,-6.128756,3.103266,-9.433591,0.020322,-0.013143,0.007324,-1616,3685,-15688,4,-13,28,1,12.9751980,77.5486107,874.70,0.500,0.00,0.00,2.01,3.353,-5.768,-12.536,-3.352,5.768,6.671,1,1,1,0,1,0,0.000,1.00,49.91,0.00,0.069,0.001,0.000,0.000,1,1
271.759,0.001,0.000,0.000,-0.000,-0.005,0.002,-0.153,-0.250,0.236,9.90,-6.131503,3.115638,-9.432133,0.008120,-0.017043,-0.002682,-1143,3162,-16414,-53,-161,39,1,12.9751975,77.5486098,874.60,0.500,0.00,0.00,2.01,3.274,-5.784,-12.593,-3.273,5.784,6.646,1,1,0,0,0,0,0.000,1.00,50.18,0.00,0.067,0.001,0.000,0.000,1,1
272.760,0.001,0.000,-0.000,0.002,-0.000,-0.001,0.077,0.016,-0.184,10.08,-6.116532,3.112251,-9.429486,-0.004367,0.003275,-0.013366,-1716,3561,-15915,-112,-238,-40,1,12.9751967,77.5486085,874.60,0.500,0.00,0.00,2.01,3.164,-5.850,-12.603,-3.163,5.850,6.651,1,1,0,0,0,0,2.769,2.00,50.25,0.00,0.066,0.001,0.000,-0.000,1,1
273.762,0.001,0.000,-0.000,0.001,0.000,-0.001,0.170,0.006,-0.175,10.22,-6.107074,3.109046,-9.429726,-0.009726,-0.016582,0.008179,-1617,3523,-15675,-71,-97,21,1,12.9751967,77.5486085,874.60,0.500,0.00,0.00,2.01,3.118,-5.880,-12.600,-3.117,5.880,6.655,1,1,0,0,0,0,3.771,2.00,50.25,0.00,0.058,0.001,0.000,-0.000,1,1
274.762,0.001,0.000,-0.000,-0.000,-0.000,-0.001,0.009,-0.036,-0.033,10.24,-6.100652,3.107856,-9.431636,0.002051,0.010291,-0.006371,-1491,3498,-16002,-80,20,1,1,12.9751950,77.5486075,874.40,0.500,0.00,0.00,2.01,3.007,-6.081,-12.820,-3.005,6.082,6.784,1,1,0,0,0,0,4.771,2.00,52.06,0.00,0.055,0.001,0.000,-0.000,1,1
275.763,0.001,0.000,-0.001,0.001,-0.000,-0.001,0.038,0.004,-0.037,10.18,-6.095098,3.107414,-9.433775,0.000854,-0.006088,0.000641,-1479,3548,-15927,-83,-86,27,1,12.9751903,77.5486082,873.70,0.500,0.00,0.00,1.36,3.104,-6.659,-13.602,-3.103,6.659,7.346,1,1,1,0,1,0,0.000,1.00,1.29,0.00,0.053,0.001,0.000,-0.001,1,1
276.763,0.001,0.000,-0.000,0.001,0.000,-0.001,0.190,0.040,-0.124,10.15,-6.092389,3.106424,-9.435898,-0.006543,-0.006251,0.007639,-1529,3561,-15626,-58,-63,53,1,12.9751903,77.5486080,873.70,0.500,0.00,0.00,1.36,3.067,-6.580,-13.496,-3.066,6.581,7.260,1,1,0,0,0,0,0.000,1.00,126.94,0.00,0.049,0.001,0.000,-0.000,1,1
277.763,0.001,0.000,-0.000,0.001,0.000,-0.001,0.135,0.049,-0.094,10.25,-6.089585,3.106114,-9.437778,-0.000414,0.009097,-0.008149,-1517,3598,-15726,-86,33,-48,1,12.9751848,77.5486097,872.80,0.500,0.00,0.00,1.36,3.278,-7.266,-14.509,-3.277,7.266,7.971,1,1,0,0,0,0,2.053,2.00,148.14,0.00,0.048,0.001,0.000,-0.000,1,1
278.764,0.001,0.000,-0.000,0.000,-0.000,0.000,0.033,-0.051,0.097,10.22,-6.087053,3.106393,-9.439236,-0.001426,0.002878,-0.004950,-1280,3448,-16002,-130,28,-54,1,12.9751827,77.5486100,872.60,0.500,0.00,0.00,1.36,3.286,-7.408,-14.588,-3.285,7.408,8.104,1,1,0,0,0,0,3.054,2.00,150.53,0.00,0.047,0.001,0.000,-0.000,1,1
279.765,0.001,0.000,-0.000,0.000,0.000,-0.001,0.010,0.006,-0.015,10.14,-6.086321,3.106289,-9.440674,-0.009358,-0.012382,0.010550,-1466,3548,-15951,-114,-79,75,1,12.9751805,77.5486112,872.30,0.500,0.00,0.00,1.36,3.341,-7.528,-14.725,-3.339,7.528,8.236,1,1,0,0,0,0,4.055,2.00,153.86,0.00,0.047,0.001,0.000,-0.000,1,1
280.766,0.001,0.000,-0.000,0.000,-0.001,-0.000,-0.054,-0.085,0.063,10.23,-6.084558,3.106564,-9.442950,0.005858,0.009889,-0.004401,-1391,3423,-16115,-41,-35,-36,1,12.9751805,77.5486112,872.30,0.500,0.00,0.00,1.36,3.427,-7.685,-14.921,-3.426,7.685,8.414,1,1,1,0,1,0,0.000,1.00,1.59,0.00,0.047,0.001,0.000,-0.000,1,1
281.767,0.001,0.000,-0.000,0.000,0.000,-0.001,-0.060,-0.023,-0.119,10.22,-6.083199,3.106655,-9.445794,0.001328,0.005568,-0.001268,-1679,3536,-16002,-50,-17,-15,1,12.9751787,77.5486120,872.10,0.500,0.00,0.00,1.36,3.513,-7.885,-15.118,-3.511,7.885,8.632,1,1,1,0,1,0,0.000,1.00,163.82,0.00,0.047,0.001,0.000,-0.000,1,1
282.768,0.001,0.000,-0.000,0.001,0.000,-0.001,0.045,0.039,-0.032,10.18,-6.082630,3.107353,-9.448127,0.008741,0.008135,-0.000261,-1479,3598,-15864,-21,4,-49,1,12.9751773,77.5486128,871.90,0.500,0.00,0.00,1.36,3.604,-8.043,-15.328,-3.603,8.044,8.814,1,1,0,0,0,0,0.000,1.00,169.00,0.00,0.042,0.001,0.000,-0.000,1,1
283.769,0.001,0.000,-0.000,0.001,0.000,-0.001,0.016,0.013,-0.098,10.11,-6.080502,3.107303,-9.449507,-0.006780,-0.002866,0.006146,-1603,3561,-15875,-77,-59,104,1,12.9751768,77.5486133,872.00,0.500,0.00,0.00,1.36,3.654,-8.085,-15.183,-3.653,8.085,8.872,1,1,0,0,0,0,2.347,2.00,167.16,0.00,0.042,0.001,0.000,-0.000,1,1
284.769,0.001,0.000,-0.000,0.001,-0.000,-0.000,0.125,0.015,-0.002,10.08,-6.079149,3.107644,-9.450943,0.003643,0.000083,-0.007540,-1391,3523,-15751,-36,-108,29,1,12.9751753,77.5486143,871.80,0.500,0.00,0.00,1.36,3.759,-8.251,-15.409,-3.758,8.251,9.067,1,1,0,0,0,0,3.348,2.00,172.77,0.00,0.037,0.001,0.000,-0.000,1,1
285.769,0.001,0.000,-0.000,0.000,0.000,-0.000,0.051,0.045,0.047,10.10,-6.078024,3.107943,-9.452403,0.001331,0.006050,-0.002357,-1354,3586,-15877,-41,12,-74,1,12.9751748,77.5486147,871.80,0.500,0.00,0.00,1.36,3.796,-8.296,-15.404,-3.795,8.297,9.123,1,1,0,0,0,0,4.348,2.00,173.24,0.00,0.035,0.001,0.000,-0.000,1,1
286.769,0.001,0.000,-0.000,0.000,0.000,-0.000,0.030,0.067,-0.017,10.16,-6.075787,3.107808,-9.453942,-0.005783,-0.006778,0.004296,-1466,3636,-15864,-55,-66,107,1,12.9751742,77.5486150,871.70,0.500,0.00,0.00,1.36,3.812,-8.326,-15.439,-3.811,8.327,9.157,1,1,1,0,1,0,0.000,1.00,1.74,0.00,0.034,0.001,0.000,-0.000,1,1
287.770,0.001,0.000,-0.000,0.000,-0.000,-0.000,0.017,0.040,-0.023,10.17,-6.075477,3.108069,-9.455945,-0.000141,0.004486,-0.008517,-1490,3598,-15888,-102,-67,24,1,12.9751742,77.5486150,871.70,0.500,0.00,0.00,1.36,3.833,-8.369,-15.507,-3.831,8.370,9.205,1,1,1,0,1,0,0.000,1.00,175.79,0.00,0.033,0.001,0.000,-0.000,1,1
288.771,0.001,0.000,-0.000,-0.000,-0.000,-0.000,-0.050,-0.010,0.051,10.22,-6.074391,3.108289,-9.457357,-0.000694,0.000772,0.003515,-1416,3536,-16039,-16,11,-48,1,12.9751738,77.5486153,871.60,0.500,0.00,0.00,1.36,3.867,-8.414,-15.612,-3.866,8.415,9.260,1,1,0,0,0,0,0.000,1.00,178.10,0.00,0.034,0.001,0.000,-0.000,1,1
289.773,0.001,0.000,-0.000,0.001,0.000,0.000,0.002,-0.072,0.041,10.26,-6.073092,3.108146,-9.458347,-0.001577,-0.002632,0.008779,-1406,3424,-15963,-54,-66,71,1,12.9751728,77.5486158,871.40,0.500,0.00,0.00,1.36,3.926,-8.537,-15.831,-3.924,8.537,9.396,1,1,0,0,0,0,2.636,2.00,183.20,0.00,0.034,0.001,0.000,-0.000,1,1
290.774,-0.087,-0.032,0.014,-0.876,-0.338,0.097,-5.527,-2.333,0.116,26.15,-6.072972,3.107834,-9.459085,-0.005353,-0.010907,-0.002337,1767,4769,-15439,8,-2482,331,1,12.9751722,77.5486163,871.40,0.500,0.00,0.00,1.36,3.980,-8.596,-15.799,-4.067,8.564,9.481,1,1,0,0,0,0,3.637,2.00,183.65,0.00,0.033,-0.087,-0.032,0.014,0,0
291.775,-0.124,0.108,0.225,-1.235,-0.368,1.435,-1.606,-2.796,2.380,44.52,-8.820858,9.055911,-9.582105,-0.003736,-0.012322,0.004684,1193,4296,-16177,721,2876,-675,1,12.9751712,77.5486177,871.20,0.500,0.00,0.00,1.36,4.130,-8.702,-16.009,-4.255,8.809,9.783,1,1,0,0,0,0,4.638,2.00,193.23,0.00,0.033,-0.124,0.108,0.225,0,0
292.776,0.066,-0.158,0.341,0.104,-0.842,0.955,0.607,-0.151,0.902,30.25,-5.935168,6.678469,-8.344357,0.009197,-0.054144,0.004394,682,4109,-15575,-45,-1685,769,1,12.9751703,77.5486182,871.10,0.500,0.00,0.00,1.36,4.164,-8.768,-16.074,-4.098,8.611,9.536,1,1,1,0,1,0,0.000,1.00,1.95,0.00,0.033,0.066,-0.158,0.341,0,0
293.777,0.039,0.133,-0.133,-0.007,0.005,0.030,-0.107,0.093,0.551,34.62,-6.449652,5.150702,-8.227787,0.002071,-0.021068,-0.000301,1367,4196,-15551,-76,-119,70,1,12.9751703,77.5486182,871.10,0.500,0.00,0.00,1.36,4.180,-8.801,-16.105,-4.141,8.934,9.847,1,1,1,0,1,0,0.000,1.00,190.25,0.00,0.032,0.039,0.133,-0.133,1,1
294.777,0.035,0.132,-0.114,-0.006,0.003,0.026,-0.178,0.063,0.470,34.30,-6.404539,5.228161,-8.107086,-0.000022,-0.012414,0.003484,1359,4296,-15638,-66,73,-42,1,12.9751697,77.5486185,871.10,0.500,0.00,0.00,1.36,4.213,-8.869,-16.100,-4.178,9.001,9.924,1,1,0,0,0,0,0.000,1.00,191.36,0.00,0.030,0.035,0.132,-0.114,1,1
295.778,0.035,0.133,-0.113,-0.004,0.002,0.020,0.003,0.057,0.403,34.24,-6.413828,5.247149,-8.041959,0.003914,-0.000733,0.005013,1380,4159,-15426,-24,45,69,1,12.9751687,77.5486190,870.90,0.500,0.00,0.00,1.36,4.272,-8.989,-16.329,-4.238,9.122,10.058,1,1,0,0,0,0,2.934,2.00,196.82,0.00,0.030,0.035,0.133,-0.113,1,1
296.779,0.035,0.133,-0.113,-0.001,0.000,0.005,-0.048,0.030,0.346,34.28,-6.424862,5.248463,-8.000567,-0.003080,-0.000594,-0.007438,1331,4209,-15526,-39,-21,-52,1,12.9751678,77.5486193,870.80,0.500,0.00,0.00,1.36,4.302,-9.088,-16.415,-4.267,9.221,10.160,1,1,0,0,0,0,3.935,2.00,199.44,0.00,0.030,0.035,0.133,-0.113,1,1
297.780,0.035,0.133,-0.114,-0.001,0.000,0.005,-0.107,0.048,0.430,34.32,-6.430189,5.247984,-7.982221,0.002807,0.002429,0.014693,1492,4271,-15639,-60,177,53,1,12.9751668,77.5486198,870.80,0.500,0.00,0.00,1.36,4.358,-9.197,-16.400,-4.323,9.329,10.282,1,1,0,0,0,0,4.936,2.00,200.51,0.00,0.030,0.035,0.133,-0.114,1,1
298.781,0.035,0.133,-0.114,-0.002,-0.001,0.005,-0.175,-0.050,0.389,34.49,-6.433198,5.246478,-7.966337,0.000760,0.007037,-0.006617,1467,4246,-15564,-49,-30,-25,1,12.9751667,77.5486197,870.90,0.500,0.00,0.00,1.36,4.342,-9.194,-16.309,-4.307,9.327,10.273,1,1,1,0,1,0,0.000,1.00,198.82,0.00,0.029,0.035,0.133,-0.114,1,1
299.782,0.035,0.132,-0.113,-0.003,0.001,0.003,-0.254,0.045,0.124,34.39,-6.437787,5.245429,-7.949341,-0.000887,-0.008744,0.006507,1082,4545,-15550,-37,530,-9,1,12.9751665,77.5486198,870.80,0.500,0.00,0.00,1.36,4.344,-9.204,-16.337,-4.309,9.336,10.283,1,1,0,0,0,0,0.000,1.00,199.43,0.00,0.027,0.035,0.132,-0.113,0,0
300.783,0.034,0.133,-0.113,-0.005,0.003,0.000,-0.353,0.202,-0.054,34.50,-6.433270,5.266088,-7.942933,0.031399,0.015254,-0.007555,893,5019,-15389,138,370,43,1,12.9751665,77.5486198,870.80,0.500,0.00,0.00,1.36,4.352,-9.218,-16.408,-4.318,9.351,10.300,1,1,0,0,0,0,2.231,2.00,200.86,0.00,0.024,0.034,0.133,-0.113,0,0
301.783,0.035,0.137,-0.117,-0.006,-0.041,0.042,-0.010,-0.764,0.817,35.50,-6.431387,5.242378,-7.903211,0.034840,-0.001085,-0.020787,2144,3087,-15575,18,156,-120,1,12.9751660,77.5486202,870.70,0.500,0.00,0.00,1.36,4.399,-9.277,-16.509,-4.364,9.414,10.376,1,1,0,0,0,0,3.230,2.00,203.43,0.00,0.022,0.035,0.137,-0.117,1,1
302.784,0.029,0.134,-0.112,-0.002,-0.001,0.005,-0.222,-0.036,0.403,34.82,-6.455236,5.189231,-7.861772,0.001780,-0.027389,0.000814,1655,4184,-15689,-50,-46,-23,1,12.9751658,77.5486202,870.70,0.500,0.00,0.00,1.36,4.394,-9.297,-16.499,-4.365,9.431,10.392,1,1,0,0,0,0,4.232,2.00,203.51,0.00,0.022,0.029,0.134,-0.112,1,1
303.785,0.029,0.134,-0.112,-0.004,0.005,-0.001,-0.440,0.373,0.086,34.63,-6.461874,5.197892,-7.852755,0.011928,0.011971,0.012034,1307,5068,-15538,-4,-41,0,1,12.9751647,77.5486207,870.40,0.500,0.00,0.00,1.36,4.457,-9.435,-16.847,-4.428,9.569,10.544,1,1,1,0,1,0,0.000,1.00,2.12,0.00,0.022,0.029,0.134,-0.112,1,1
304.787,0.028,0.135,-0.112,-0.004,0.006,-0.003,-0.210,0.485,-0.188,34.66,-6.460177,5.210247,-7.846259,0.031930,-0.005080,-0.000896,993,5193,-15000,113,-712,124,1,12.9751608,77.5486172,870.20,0.500,0.00,0.00,1.36,4.052,-9.867,-17.009,-4.024,10.002,10.781,1,1,1,0,1,0,0.000,1.00,217.14,0.00,0.022,0.028,0.135,-0.112,0,0
