time_s,E,N,U,V_E,V_N,V_U,A_E,A_N,A_U,yaw_deg,ba_x,ba_y,ba_z,bg_x,bg_y,bg_z,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,gnss_fix,lat_deg,lon_deg,alt_m,speed_mps,course_deg,yaw_enu_deg,hdop,gnss_E,gnss_N,gnss_U,err_E,err_N,err_H,gnss_present,gnss_valid,gnss_used_pos,gnss_used_vel,reacq_active,snap_applied,outage_s,qscale,nis_pos,nis_vel,gnss_meas_age_s,pred_E,pred_N,pred_U,zupt_active,anchor_active
200.605,-0.009,-0.001,0.003,0.003,0.006,0.000,0.389,0.439,0.044,-28.76,-0.878911,-0.785833,0.031985,-0.025805,0.012600,0.019638,15728,407,1181,85,-35,22,1,12.9907555,77.4764338,880.20,0.500,0.00,0.00,2.92,-8.952,-18.126,2.699,8.942,18.125,20.210,1,1,0,0,0,0,2.356,2.00,48.76,0.00,0.042,-0.009,-0.001,0.003,1,1
201.606,-0.009,-0.001,0.003,0.000,0.007,-0.000,-0.024,0.601,0.103,-28.49,-0.879050,-0.773564,0.033167,-0.013641,-0.003190,0.023975,15903,469,455,123,-10,37,1,12.9907555,77.4764338,880.20,0.500,0.00,0.00,2.92,-9.000,-18.645,2.476,8.991,18.644,20.699,1,1,0,0,0,0,3.356,2.00,50.96,0.00,0.040,-0.009,-0.001,0.003,1,1
202.607,-0.009,-0.001,0.003,0.003,0.006,0.001,0.176,0.460,0.141,-28.45,-0.879805,-0.761692,0.034631,-0.022619,-0.009688,0.026559,15915,507,856,120,-1,40,1,12.9907492,77.4764340,880.10,0.500,0.00,0.00,2.92,-8.971,-19.350,2.392,8.962,19.349,21.324,1,1,0,0,0,0,4.357,2.00,53.99,0.00,0.039,-0.009,-0.001,0.003,1,1
203.607,-0.009,-0.001,0.003,0.002,0.005,0.002,0.096,0.279,0.182,-28.49,-0.881510,-0.749721,0.036338,-0.005896,-0.004986,0.022147,16016,258,892,-259,38,64,1,12.9907423,77.4764330,880.20,0.500,0.00,0.00,2.92,-9.098,-20.157,2.515,9.089,20.156,22.111,1,1,1,0,1,0,0.000,1.00,0.58,0.00,0.034,-0.009,-0.001,0.003,1,1
204.608,-0.009,-0.001,0.003,0.006,0.002,0.001,0.492,0.068,0.142,-28.51,-0.879677,-0.742453,0.037565,-0.021214,-0.014020,0.022918,15853,308,1644,57,-80,4,1,12.9907358,77.4764312,879.60,0.500,0.00,0.00,2.92,-9.308,-20.879,1.803,9.298,20.878,22.855,1,1,1,0,1,0,0.000,1.00,61.64,0.00,0.032,-0.009,-0.001,0.003,1,1
205.609,-0.009,-0.001,0.003,0.008,0.001,0.000,0.513,0.087,-0.055,-28.90,-0.867551,-0.740527,0.037737,-0.016966,-0.011550,0.039536,15505,370,1667,-131,88,96,1,12.9907305,77.4764302,879.40,0.500,0.00,0.00,2.92,-9.402,-21.443,1.671,9.392,21.442,23.409,1,1,0,0,0,0,0.000,1.00,64.59,0.00,0.030,-0.009,-0.001,0.003,1,1
206.609,-0.009,-0.001,0.003,0.003,0.004,0.002,0.303,0.525,0.217,-29.00,-0.859022,-0.741236,0.038084,-0.003270,0.011261,0.068364,15977,841,1093,138,-44,172,1,12.9907260,77.4764288,879.40,0.500,0.00,0.00,2.92,-9.544,-21.875,1.700,9.535,21.875,23.863,1,1,0,0,0,0,2.633,2.00,67.12,0.00,0.027,-0.009,-0.000,0.003,1,1
207.609,-0.009,-0.001,0.003,0.008,0.002,0.000,0.639,0.215,0.010,-28.84,-0.848699,-0.742802,0.038998,0.007940,0.001973,0.068295,15567,618,1831,-41,100,191,1,12.9907200,77.4764273,879.30,0.500,0.00,0.00,2.92,-9.688,-22.465,1.609,9.679,22.465,24.461,1,1,0,0,0,0,3.633,2.00,70.48,0.00,0.024,-0.009,-0.001,0.003,1,1
208.610,-0.009,-0.001,0.003,0.008,0.001,0.003,0.503,0.403,-0.076,-28.54,-0.837557,-0.748492,0.039558,-0.010003,0.001420,0.075316,15443,717,1556,-207,51,225,1,12.9907065,77.4764168,877.30,0.500,0.00,0.00,1.77,-10.161,-23.134,0.797,10.152,23.133,25.263,1,1,0,0,0,0,4.634,2.00,203.87,0.00,0.022,-0.009,-0.001,0.003,1,1
209.610,-0.009,-0.001,0.003,0.000,0.008,0.001,-0.075,0.463,0.195,-28.40,-0.836280,-0.739065,0.040217,-0.016186,0.003986,0.063898,16064,320,793,233,86,149,1,12.9907065,77.4764168,877.30,0.500,0.00,0.00,1.77,-10.922,-24.117,-0.546,10.913,24.116,26.470,1,1,1,0,1,0,0.000,1.00,2.24,0.00,0.018,-0.009,-0.001,0.003,1,1
210.611,-0.009,-0.001,0.003,0.001,0.007,-0.001,0.120,0.388,-0.081,-28.12,-0.843322,-0.732046,0.042195,-0.021060,0.006634,0.049353,15582,160,1105,75,-32,85,1,12.9906902,77.4764148,876.60,0.500,0.00,0.00,1.77,-11.071,-25.983,-1.158,11.063,25.981,28.239,1,1,1,0,1,0,0.000,1.00,254.92,0.00,0.016,-0.009,-0.001,0.003,1,1
211.612,-0.010,-0.001,0.004,-0.005,0.039,0.005,-0.267,0.719,0.096,-27.67,-0.871326,-0.746121,0.048770,-0.002160,-0.003455,0.007168,16029,59,205,108,22,-23,1,12.9906778,77.4764075,876.00,0.500,0.00,0.00,1.77,-11.964,-27.376,-1.784,11.954,27.375,29.871,1,1,0,0,0,0,0.000,1.00,285.80,0.00,0.014,-0.010,-0.001,0.004,1,1
212.613,-0.007,0.002,0.004,0.028,0.030,-0.005,0.389,0.610,-0.392,-27.83,-0.906782,-0.688521,0.050513,-0.014504,-0.010952,0.001126,15091,134,1105,-118,124,-75,1,12.9906647,77.4763992,875.60,0.500,0.00,0.00,1.77,-12.889,-28.859,-2.161,12.882,28.861,31.605,1,1,0,0,0,0,2.920,2.00,320.27,0.00,0.013,-0.007,0.002,0.004,0,0
213.614,-0.007,0.002,0.004,0.019,0.026,-0.004,0.312,0.275,-0.074,-28.36,-0.917544,-0.632660,0.050672,0.004338,0.006494,0.000736,15641,-501,1443,203,94,-9,1,12.9906508,77.4763930,875.50,0.500,0.00,0.00,1.72,-13.500,-30.354,-2.211,13.493,30.357,33.220,1,1,0,0,0,0,3.920,2.00,374.62,0.00,0.011,-0.007,0.003,0.004,1,1
214.617,-0.004,0.004,0.004,-0.002,0.049,-0.003,-0.141,1.273,-0.208,-28.71,-0.923329,-0.595104,0.053932,-0.014206,0.002195,0.000882,15531,705,29,397,96,-133,1,12.9906400,77.4763867,875.50,0.500,0.00,0.00,1.72,-14.049,-31.271,-2.201,14.044,31.276,34.284,1,1,0,0,0,0,4.924,2.00,398.86,0.00,0.011,-0.004,0.004,0.004,0,0
215.618,-0.005,0.007,0.004,-0.012,0.046,0.001,-0.251,1.019,-0.084,-27.26,-0.974156,-0.555193,0.064374,-0.013119,-0.012703,0.011273,15767,482,-271,-71,-161,51,1,12.9906308,77.4763792,875.30,0.500,0.00,0.00,1.72,-14.696,-32.116,-2.340,14.691,32.123,35.323,1,1,1,0,1,0,0.000,1.00,423.56,0.00,0.010,-0.005,0.007,0.004,1,1
216.619,-0.006,0.011,0.004,0.004,0.002,-0.001,0.431,0.072,0.114,-27.02,-0.993999,-0.500710,0.066766,-0.021770,-0.018130,0.016474,15917,96,1381,-256,-56,129,1,12.9906308,77.4763792,875.30,0.500,0.00,0.00,1.72,-14.958,-32.433,-2.410,14.952,32.444,35.724,1,1,0,0,0,0,0.000,1.00,433.30,0.00,0.008,-0.006,0.011,0.004,1,1
217.620,-0.006,0.011,0.004,0.005,0.002,0.000,0.471,0.172,-0.015,-27.31,-0.991910,-0.495170,0.066326,-0.007281,-0.017552,0.007500,15679,233,1406,-187,91,-54,1,12.9906097,77.4763650,874.30,0.500,0.00,0.00,1.72,-16.608,-34.945,-3.497,16.602,34.956,38.699,1,1,0,0,0,0,2.209,2.00,510.29,0.00,0.005,-0.005,0.011,0.004,1,1
218.620,-0.005,0.011,0.004,0.009,0.001,0.000,0.685,0.115,0.038,-27.60,-0.984123,-0.489297,0.065284,-0.017381,-0.010177,0.014556,15704,333,1830,-360,-20,-39,1,12.9905995,77.4763568,874.50,0.500,0.00,0.00,1.72,-17.451,-35.975,-3.169,17.446,35.986,39.992,1,1,0,0,0,0,3.210,2.00,543.92,0.00,0.002,-0.005,0.011,0.004,0,0
219.620,-0.005,0.011,0.004,0.007,-0.001,-0.001,0.476,-0.223,-0.063,-27.84,-0.971961,-0.480381,0.064580,0.001379,-0.009544,0.014771,15582,-228,1855,-166,26,-17,1,12.9905937,77.4763530,875.20,0.500,0.00,0.00,1.72,-17.821,-36.584,-2.393,17.816,36.595,40.702,1,1,0,0,0,0,4.209,2.00,561.82,0.00,0.100,-0.005,0.011,0.004,1,1
220.622,-0.005,0.011,0.004,-0.011,0.013,0.000,-0.880,1.007,-0.037,-27.48,-0.976444,-0.468059,0.064626,-0.004471,0.020290,0.016516,15942,432,-1260,-47,92,-1,1,12.9905875,77.4763502,875.40,0.500,0.00,0.00,1.72,-18.103,-37.260,-2.276,18.098,37.271,41.433,1,1,1,0,1,0,0.000,1.00,5.82,0.00,0.099,-0.005,0.011,0.004,1,1
221.622,-0.002,0.015,0.005,0.053,-0.000,-0.001,0.668,-0.247,-0.201,-26.41,-1.059037,-0.405254,0.077691,-0.009143,-0.003448,0.009820,15356,-203,1867,-215,-297,30,1,12.9905833,77.4763417,875.40,0.500,0.00,0.00,1.72,-18.907,-37.604,-2.299,18.905,37.619,42.102,1,1,1,0,1,0,0.000,1.00,600.81,0.00,0.096,-0.002,0.015,0.005,0,0
222.623,-0.004,0.014,0.006,0.003,0.002,0.001,0.351,0.173,0.040,-26.71,-1.054111,-0.386950,0.072242,-0.015936,-0.007573,0.010920,15793,220,1242,-193,20,24,1,12.9905728,77.4763353,875.90,0.500,0.00,0.00,1.72,-19.503,-38.469,-1.950,19.500,38.483,43.141,1,1,0,0,0,0,0.000,1.00,630.33,0.00,0.093,-0.004,0.014,0.006,1,1
223.625,-0.003,0.014,0.006,0.004,0.003,-0.000,0.335,0.254,0.007,-26.80,-1.051778,-0.381603,0.071850,-0.019715,-0.006014,0.009468,15744,259,1180,-109,4,-9,1,12.9905728,77.4763353,875.90,0.500,0.00,0.00,1.72,-19.714,-38.861,-1.775,19.711,38.875,43.586,1,1,0,0,0,0,2.499,2.00,643.15,0.00,0.090,-0.003,0.014,0.006,1,1
224.625,-0.003,0.015,0.006,0.004,0.004,0.000,0.331,0.305,0.211,-26.70,-1.049007,-0.374294,0.071367,-0.004108,-0.006233,0.008921,16094,209,1242,-25,23,-74,1,12.9905660,77.4763278,876.30,0.500,0.00,0.00,1.72,-20.573,-39.625,-1.363,20.570,39.639,44.659,1,1,0,0,0,0,3.499,2.00,674.66,0.00,0.087,-0.003,0.015,0.006,1,0
225.626,-0.003,0.015,0.006,0.004,0.004,0.001,0.364,0.156,0.054,-26.60,-1.045342,-0.366625,0.070907,-0.014247,-0.008524,0.012049,15817,84,1356,-23,152,-21,1,12.9905660,77.4763277,876.30,0.500,0.00,0.00,1.72,-20.504,-39.551,-1.403,20.501,39.566,44.562,1,1,0,0,0,0,4.500,2.00,671.78,0.00,0.086,-0.003,0.015,0.006,1,1
226.627,-0.003,0.014,0.006,0.005,0.005,-0.001,0.518,0.358,-0.238,-26.57,-1.042475,-0.356392,0.070339,0.003939,-0.001445,0.007223,15293,419,1356,233,-10,-17,1,12.9905662,77.4763288,876.10,0.500,0.00,0.00,1.19,-20.369,-39.530,-1.632,20.366,39.545,44.481,1,1,1,0,1,0,0.000,1.00,13.99,0.00,0.085,-0.003,0.014,0.006,1,1
227.628,-0.003,0.014,0.005,0.004,0.005,-0.000,0.315,0.423,-0.116,-26.41,-1.039038,-0.349362,0.070082,-0.002399,-0.005609,0.005780,15557,295,1055,-11,43,23,1,12.9905680,77.4763280,876.10,0.500,0.00,0.00,1.19,-20.489,-39.304,-1.599,20.485,39.317,44.334,1,1,1,0,1,0,0.000,1.00,1389.46,0.00,0.083,-0.003,0.014,0.005,1,1
228.629,-0.003,0.014,0.006,0.006,0.007,0.001,0.536,0.486,-0.051,-26.27,-1.037168,-0.339970,0.069896,0.005753,-0.003002,0.002941,15631,358,1393,168,11,-81,1,12.9905695,77.4763303,875.80,0.500,0.00,0.00,1.06,-20.214,-39.161,-1.914,20.211,39.175,44.081,1,1,0,0,0,0,0.000,1.00,1732.12,0.00,0.080,-0.003,0.014,0.006,1,1
229.630,-0.003,0.014,0.006,0.005,0.007,-0.001,0.362,0.343,-0.184,-26.48,-1.035538,-0.330682,0.069670,0.002101,0.003999,0.007039,15432,183,1192,322,12,-106,1,12.9905693,77.4763350,875.10,0.500,0.00,0.00,0.97,-19.757,-39.186,-2.542,19.754,39.200,43.896,1,1,0,0,0,0,2.787,2.00,2053.87,0.00,0.077,-0.003,0.014,0.006,1,1
230.632,-0.002,0.015,0.005,0.006,0.007,-0.000,0.643,0.548,-0.412,-26.59,-1.034337,-0.330312,0.069797,-0.007417,-0.016941,0.009662,15008,594,1318,271,-59,-127,1,12.9905747,77.4763400,873.50,1.014,135.77,-45.77,1.46,-19.482,-38.953,-3.262,19.481,38.968,43.566,1,1,0,0,0,0,3.789,2.00,895.19,51.51,0.073,-0.002,0.015,0.005,0,0
231.633,0.003,0.017,0.005,0.008,0.005,-0.000,0.332,0.426,-0.106,-27.19,-1.038680,-0.362890,0.071205,-0.007607,-0.016938,0.009898,15630,121,817,-265,28,53,1,12.9905747,77.4763400,873.50,1.014,135.77,-45.77,1.46,-19.135,-38.550,-4.314,19.138,38.567,43.054,1,1,0,0,0,0,4.789,2.00,877.94,0.00,0.072,0.003,0.017,0.005,0,0
232.634,0.005,0.009,0.006,0.010,0.005,-0.000,0.819,0.294,0.121,-27.11,-1.038781,-0.360821,0.071032,-0.008431,-0.016934,0.010016,15957,234,1431,-85,-17,8,1,12.9905717,77.4763407,874.70,1.014,135.77,-45.77,0.97,-19.090,-38.970,-2.842,19.095,38.979,43.405,1,1,1,0,1,0,0.000,1.00,20.11,0.00,0.071,0.005,0.009,0.006,0,0
233.635,-0.000,0.011,0.005,0.010,0.005,-0.001,0.680,0.449,0.102,-24.60,-1.025567,-0.279671,0.067200,-0.010501,-0.017066,0.004147,15993,121,992,-264,-56,-21,1,12.9905710,77.4763392,875.00,1.014,60.39,29.61,1.46,-19.284,-39.012,-2.665,19.283,39.022,43.527,1,1,0,0,0,0,0.000,1.00,891.50,48.97,0.070,-0.000,0.011,0.005,0,0
234.636,-0.074,0.043,0.004,0.049,0.001,-0.001,1.073,-0.095,-0.070,-25.46,-0.989549,-0.288840,0.066621,-0.025520,-0.020264,0.012831,15593,109,1956,-51,-7,35,1,12.9905708,77.4763372,875.10,0.500,60.39,29.61,1.46,-19.509,-39.028,-2.586,19.435,39.071,43.638,1,1,0,0,0,0,2.072,2.00,896.31,0.00,0.066,-0.074,0.043,0.004,1,1
235.637,-0.014,0.025,0.002,0.079,-0.002,-0.008,0.936,0.039,-0.260,-24.52,-0.974467,-0.232759,0.065654,-0.019884,-0.019361,0.014505,15281,196,1717,90,104,-100,1,12.9905712,77.4763372,875.10,1.014,60.39,29.61,1.46,-19.476,-38.978,-2.600,19.462,39.003,43.590,1,1,0,0,0,0,3.073,2.00,894.15,44.79,0.066,-0.014,0.025,0.002,0,0
236.638,0.058,0.003,0.002,0.086,-0.012,-0.002,0.893,0.088,-0.127,-22.13,-0.963856,-0.161241,0.060913,-0.020904,-0.019348,0.013156,15532,234,1506,-334,59,74,1,12.9905695,77.4763402,875.00,1.014,60.39,29.61,1.46,-19.180,-39.151,-2.691,19.238,39.154,43.625,1,1,0,0,0,0,4.074,2.00,895.65,45.33,0.065,0.058,0.003,0.002,0,0
237.639,0.347,-0.106,0.015,0.767,-0.224,-0.023,1.133,-0.382,-0.370,-20.35,-0.951826,-0.100013,0.050191,-0.026480,-0.019340,0.010934,15122,35,1817,-8,39,-49,1,12.9905665,77.4763412,875.10,1.014,60.39,29.61,1.46,-19.097,-39.307,-2.663,19.444,39.202,43.759,1,1,1,0,1,0,0.000,1.00,9.01,0.00,0.065,0.347,-0.106,0.015,0,0
238.639,1.620,-0.565,0.082,1.800,-0.657,-0.030,0.952,-0.847,-0.331,-19.29,-0.923258,-0.055185,0.023745,-0.028325,-0.019348,0.010920,15132,-15,2031,228,145,132,1,12.9905665,77.4763412,875.10,1.014,60.39,29.61,1.46,-19.036,-39.524,-2.593,20.655,38.959,44.096,1,1,1,0,1,0,0.000,1.00,913.99,0.00,0.060,1.620,-0.565,0.081,0,0
239.640,3.888,-1.320,0.134,3.068,-0.948,-0.016,1.297,0.485,0.201,-17.95,-0.905777,-0.053124,0.007475,-0.019279,-0.017919,0.012448,15969,1490,1356,-590,94,67,1,12.9905595,77.4763357,874.40,1.014,60.39,29.61,1.46,-19.698,-40.349,-3.370,23.587,39.030,45.603,1,1,0,0,0,0,0.000,1.00,978.13,0.00,0.058,3.888,-1.319,0.134,0,0
240.640,6.970,-2.276,0.154,3.831,-1.140,0.044,0.673,-0.045,0.345,-16.43,-0.884490,-0.046000,-0.001945,-0.020857,-0.016760,0.012171,16358,-760,942,111,-228,439,1,12.9905555,77.4763318,873.10,1.014,60.39,29.61,1.46,-20.111,-40.768,-4.757,27.082,38.491,47.064,1,1,0,0,0,0,2.362,2.00,1044.32,0.00,0.056,6.972,-2.277,0.154,0,0
241.641,11.559,-3.534,0.139,4.887,-1.283,-0.001,0.854,-0.178,0.031,-15.28,-0.878687,-0.031837,-0.003606,-0.027893,-0.018562,0.008657,15832,-14,704,-386,-289,203,1,12.9905493,77.4763215,872.50,1.014,60.39,29.61,1.46,-21.356,-41.511,-5.288,32.915,37.976,50.255,1,1,0,0,0,0,3.363,2.00,1179.65,0.00,0.054,11.558,-3.534,0.139,0,0
