time_s,E,N,U,V_E,V_N,V_U,A_E,A_N,A_U,yaw_deg,ba_x,ba_y,ba_z,bg_x,bg_y,bg_z,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,gnss_fix,lat_deg,lon_deg,alt_m,speed_mps,course_deg,yaw_enu_deg,hdop,gnss_E,gnss_N,gnss_U,err_E,err_N,err_H,gnss_present,gnss_valid,gnss_used_pos,gnss_used_vel,reacq_active,snap_applied,outage_s,qscale,nis_pos,nis_vel,gnss_meas_age_s,pred_E,pred_N,pred_U,zupt_active,anchor_active
51.822,-0.027,0.024,0.025,-0.097,0.010,-0.007,-1.284,0.206,-0.223,-13.38,-0.759035,-1.211658,0.257983,0.031678,-0.022342,-0.029024,15475,437,2737,-954,-139,23,1,12.9850578,77.5500270,219.10,0.000,0.00,0.00,3.25,-3.874,14.533,17.617,3.847,-14.509,15.010,1,1,0,0,0,0,9.510,2.00,0.00,0.00,0.094,-0.027,0.024,0.025,0,0
52.823,-0.048,0.028,0.019,-0.429,0.114,-0.045,-0.469,0.721,0.081,-11.56,-0.968362,-0.876375,0.271795,0.031115,-0.026948,-0.003905,15674,1483,2812,30,-511,149,1,12.9840752,77.5492043,553.60,0.000,0.00,0.00,3.25,-93.137,-94.652,352.199,93.090,94.680,132.778,1,1,0,0,0,0,10.510,3.00,0.00,0.00,0.094,-0.048,0.028,0.019,0,0
53.823,-0.077,0.069,-0.021,-0.322,0.189,-0.048,-0.024,0.427,0.318,-8.39,-1.398235,0.095244,0.255092,0.021567,0.004170,0.059104,16150,935,2599,-14,458,157,1,12.9840598,77.5491270,586.30,0.000,0.00,0.00,3.25,-101.525,-96.357,384.898,101.448,96.426,139.963,1,1,0,0,0,0,11.510,3.00,0.00,0.00,0.092,-0.077,0.069,-0.021,0,0
54.823,-0.133,0.163,-0.021,0.000,0.205,0.039,-0.165,0.121,0.098,-1.74,-1.540064,0.539024,0.239936,-0.007583,0.011821,0.066175,15724,1184,2299,446,113,556,1,12.9841173,77.5490938,598.50,0.000,0.00,0.00,3.25,-105.127,-89.995,397.098,104.995,90.158,138.392,1,1,0,0,0,0,12.511,3.00,0.00,0.00,0.092,-0.133,0.163,-0.021,0,0
55.824,0.063,0.322,0.091,0.334,0.094,0.220,-0.075,-0.008,0.451,5.65,-1.540064,0.539024,0.239936,-0.007583,0.011821,0.066175,16098,1271,3112,-114,-125,533,1,12.9841785,77.5490880,598.70,0.000,0.00,0.00,2.53,-105.854,-82.173,397.330,105.918,82.494,134.253,1,1,0,0,0,0,13.512,3.00,0.00,0.00,0.091,0.063,0.322,0.091,0,0
56.825,-0.005,0.593,-0.123,-0.058,-0.032,-0.002,-0.974,-0.589,0.240,11.29,-1.463691,0.276420,0.290063,-0.013172,0.026360,0.031477,16186,-173,2724,-336,108,-32,1,12.9853038,77.5494682,216.20,0.000,0.00,0.00,2.63,-64.500,41.278,14.800,64.495,-40.685,76.256,1,1,0,0,0,0,14.513,3.00,0.00,0.00,0.091,-0.005,0.593,-0.123,0,0
57.827,-0.116,0.536,-0.132,-0.054,-0.054,-0.002,-0.230,-0.688,-0.047,11.43,-1.554926,0.368847,0.315059,-0.022683,0.003357,0.023716,15361,-708,3438,-93,-738,-58,1,12.9853660,77.5494707,217.80,0.000,0.00,0.00,3.25,-64.217,48.468,16.471,64.101,-47.931,80.040,1,1,0,0,0,0,15.514,3.00,0.00,0.00,0.090,-0.116,0.536,-0.132,0,0
58.827,-0.561,0.299,-0.199,-1.176,-0.596,-0.166,-1.199,-0.437,0.077,19.61,-1.554926,0.368847,0.315059,-0.022683,0.003357,0.023716,16152,325,1785,-202,68,617,1,12.9854260,77.5494642,219.80,0.000,0.00,0.00,3.25,-64.718,52.926,17.827,64.156,-52.627,82.980,1,1,0,0,0,0,16.515,3.00,0.00,0.00,0.088,-0.561,0.299,-0.199,0,0
59.828,-2.249,-0.460,-0.463,-2.235,-0.761,-0.353,-1.022,0.625,-0.003,44.56,-1.554926,0.368847,0.315059,-0.022683,0.003357,0.023716,15749,1780,2173,443,213,2953,1,12.9854760,77.5494488,225.20,0.000,0.00,0.00,3.25,-65.639,57.327,20.656,63.390,-57.787,85.776,1,1,0,0,0,0,17.516,3.00,0.00,0.00,0.089,-2.249,-0.460,-0.463,0,0
60.828,-5.153,-0.937,-0.929,-3.619,-0.146,-0.447,-1.992,0.799,0.582,113.46,-1.554926,0.368847,0.315059,-0.022683,0.003357,0.023716,16613,4061,1923,1019,-675,5804,1,12.9854760,77.5494488,225.20,0.000,0.00,0.00,3.25,-66.723,60.703,24.184,61.570,-61.640,87.122,1,1,0,0,0,0,18.516,3.00,0.00,0.00,0.088,-5.153,-0.937,-0.929,0,0
61.829,-9.095,-0.730,-1.471,-4.124,0.473,-0.570,-0.856,0.634,-1.822,-155.44,-1.554926,0.368847,0.315059,-0.022683,0.003357,0.023716,12698,-509,2123,-335,-527,5411,1,12.9855225,77.5494470,225.60,0.000,0.00,0.00,3.25,-66.815,66.083,24.219,57.721,-66.813,88.293,1,1,0,0,0,0,19.517,3.00,0.00,0.00,0.086,-9.095,-0.730,-1.471,0,0
62.831,-13.499,-0.531,-2.088,-4.639,-0.486,-0.700,-0.346,-1.540,-0.414,-80.05,-1.554926,0.368847,0.315059,-0.022683,0.003357,0.023716,15000,2291,2299,382,372,4027,1,12.9855563,77.5494500,227.30,0.000,0.00,0.00,3.25,-66.426,69.729,26.148,52.927,-70.260,87.965,1,1,0,0,0,0,20.518,3.00,0.00,0.00,0.085,-13.499,-0.531,-2.088,0,0
63.831,-18.384,-2.099,-2.903,-5.169,-2.705,-0.941,-0.524,-2.622,-0.402,-45.96,-1.554926,0.368847,0.315059,-0.022683,0.003357,0.023716,15427,350,3137,453,109,550,1,12.9855853,77.5494407,229.20,0.000,0.00,0.00,3.25,-67.642,72.897,28.084,49.259,-74.996,89.726,1,1,0,0,0,0,21.519,3.00,0.00,0.00,0.084,-18.384,-2.099,-2.903,0,0
64.832,-5.468,2.303,-0.655,-0.009,-0.010,-0.003,-0.860,-0.648,-0.189,-44.53,-0.736139,0.474334,0.092685,-0.013505,-0.011821,0.031968,15613,-384,1273,-165,416,51,1,12.9856022,77.5493882,230.90,0.000,0.00,0.00,3.25,-73.873,74.519,29.706,68.404,-72.216,99.470,1,1,0,0,0,0,22.520,3.00,0.00,0.00,0.084,-5.468,2.303,-0.655,0,0
65.833,-5.507,2.261,-0.669,-0.008,-0.073,-0.013,0.139,-1.388,0.588,-44.98,-0.711549,0.408005,0.092043,-0.014299,-0.025328,0.059824,16604,-397,3551,-579,34,295,1,12.9856022,77.5493882,145.50,0.000,0.00,0.00,3.25,-73.179,74.290,-55.901,67.672,-72.029,98.831,1,1,0,0,0,0,23.521,3.00,0.00,0.00,0.084,-5.507,2.261,-0.669,0,0
66.835,-5.506,2.239,-0.667,0.002,-0.011,-0.001,0.197,-0.968,0.047,-42.61,-0.679242,0.416341,0.089128,0.002433,-0.038204,-0.030371,15726,-1119,2912,-108,-495,-424,0,12.9856022,77.5493882,145.50,0.000,0.00,0.00,3.25,-73.179,74.290,-55.901,67.672,-72.051,98.848,1,1,0,0,0,0,24.522,3.00,0.00,0.00,0.084,-5.506,2.239,-0.667,0,0
67.835,-5.509,2.216,-0.667,-0.019,-0.072,-0.009,-0.071,-0.999,0.320,-50.41,-0.679242,0.416341,0.089128,0.002433,-0.038204,-0.030371,16190,-994,2987,-11,-580,-1033,0,12.9856022,77.5493882,145.50,0.000,0.00,0.00,3.25,-73.179,74.290,-55.901,67.670,-72.074,98.863,1,1,0,0,0,0,25.523,3.00,0.00,0.00,0.084,-5.509,2.216,-0.667,0,0
68.836,-5.544,2.109,-0.676,-0.105,-0.328,-0.016,-0.142,-1.101,0.392,-60.49,-0.679242,0.416341,0.089128,0.002433,-0.038204,-0.030371,16416,213,2536,404,395,-835,0,12.9856022,77.5493882,145.50,0.000,0.00,0.00,3.25,-73.179,74.290,-55.901,67.635,-72.181,98.917,1,1,0,0,0,0,26.524,3.00,0.00,0.00,0.083,-5.544,2.109,-0.676,0,0
69.838,-5.179,2.744,-0.643,-0.051,-0.010,0.004,-0.458,0.008,0.587,-65.01,-0.595964,0.375616,0.077830,0.003333,-0.032590,0.007526,16792,1134,1123,164,245,67,1,12.9850867,77.5489718,425.80,0.500,0.00,0.00,3.31,-118.361,17.260,224.399,113.182,-14.515,114.109,1,1,0,0,0,0,27.525,3.00,0.00,0.00,0.084,-5.179,2.744,-0.643,0,0
70.839,-5.474,2.929,-0.655,-0.647,0.617,-0.018,-0.664,1.099,0.374,-62.05,-0.631307,0.346736,0.081152,0.037962,0.010742,0.039583,16655,798,-694,29,577,236,1,12.9850867,77.5489718,425.80,0.500,0.00,0.00,3.31,-118.361,17.260,224.399,112.887,-14.330,113.793,1,1,0,0,0,0,28.527,3.00,0.00,0.00,0.081,-5.474,2.929,-0.655,0,0
71.840,-6.442,3.805,-0.676,-1.321,1.032,-0.009,-0.063,-0.221,0.134,-57.75,-0.631307,0.346736,0.081152,0.037962,0.010742,0.039583,15903,1296,1835,6,-256,290,1,12.9850732,77.5489085,429.10,0.500,0.00,0.00,3.24,-125.904,15.619,228.023,119.463,-11.814,120.046,1,1,0,0,0,0,29.528,3.00,0.00,0.00,0.079,-6.442,3.805,-0.676,0,0
72.840,-5.490,2.774,-0.643,-0.003,-1.161,-0.087,-0.854,-1.130,-0.597,-58.30,-0.739581,0.311013,0.110206,0.020499,0.000161,0.055535,15067,-61,1071,-254,-121,408,1,12.9850448,77.5488355,435.20,0.000,0.00,0.00,3.24,-133.150,12.624,233.799,127.660,-9.850,128.039,1,1,0,0,0,0,30.528,3.00,0.00,0.00,0.078,-5.490,2.774,-0.643,0,0
73.841,-5.512,0.945,-0.756,-0.005,-2.427,-0.171,-0.255,-1.542,0.792,-53.41,-0.739581,0.311013,0.110206,0.020499,0.000161,0.055535,17205,213,2649,-119,229,476,1,12.9850227,77.5487695,439.40,0.000,0.00,0.00,3.24,-140.311,10.179,237.998,134.799,-9.234,135.115,1,1,0,0,0,0,31.529,3.00,0.00,0.00,0.078,-5.512,0.945,-0.756,0,0
74.842,-5.561,2.935,-0.713,-0.004,0.004,-0.004,-0.552,0.385,0.120,-48.70,-0.701565,0.143844,0.142420,0.018585,-0.005732,0.064895,16195,412,971,-251,88,141,1,12.9849935,77.5487125,445.30,0.000,0.00,0.00,3.24,-146.495,6.948,243.898,140.934,-4.013,140.991,1,1,0,0,0,0,32.530,3.00,0.00,0.00,0.065,-5.561,2.935,-0.713,0,0
75.843,-5.457,3.226,-0.698,-0.058,0.015,0.005,-0.994,0.178,0.332,-45.22,-0.723797,0.103086,0.146001,-0.028241,-0.020617,0.029219,16692,-36,258,-373,-450,86,1,12.9849550,77.5486112,453.10,0.000,0.00,0.00,3.24,-157.486,2.689,251.698,152.029,0.537,152.030,1,1,0,0,0,0,33.530,3.00,0.00,0.00,0.063,-5.457,3.226,-0.698,0,0
76.843,-5.497,3.242,-0.697,0.001,-0.002,-0.000,-0.001,-0.645,0.235,-45.76,-0.737790,0.097130,0.145771,-0.020390,-0.043983,0.031024,16182,312,2460,-194,-11,66,1,12.9849408,77.5485593,456.10,0.000,0.00,0.00,3.24,-161.428,1.589,253.798,155.931,1.653,155.940,1,1,0,0,0,0,34.531,3.00,0.00,0.00,0.063,-5.497,3.242,-0.697,1,0
77.845,-5.569,3.060,-0.771,0.006,-0.589,0.082,0.023,-0.203,-0.594,-44.14,-0.739585,0.097865,0.146087,-0.017985,-0.031451,0.035519,14965,362,834,-393,803,-439,1,12.9849215,77.5485082,459.60,0.000,0.00,0.00,3.24,-165.619,0.185,256.249,160.050,2.875,160.076,1,1,0,0,0,0,35.532,3.00,0.00,0.00,0.062,-5.569,3.060,-0.771,0,0
78.846,-5.337,1.867,-1.032,0.567,-1.940,-0.395,0.436,-1.757,-0.005,-45.21,-0.739585,0.097865,0.146087,-0.017985,-0.031451,0.035519,15881,63,3174,-412,-980,209,1,12.9849215,77.5485082,459.60,0.000,0.00,0.00,3.24,-169.040,-1.166,258.439,163.703,3.033,163.731,1,1,0,0,0,0,36.533,3.00,0.00,0.00,0.060,-5.337,1.867,-1.032,0,0
79.846,-5.823,3.538,-0.825,-0.012,-0.080,0.001,-0.438,-0.812,-0.462,-37.78,-0.615842,-0.020463,0.100824,-0.030608,-0.010866,-0.041918,14793,-111,3437,381,-126,-456,1,12.9848868,77.5484283,475.00,0.000,0.00,0.00,3.24,-177.331,-4.856,273.598,171.509,8.395,171.714,1,1,0,0,0,0,37.534,3.00,0.00,0.00,0.059,-5.823,3.538,-0.825,0,0
80.847,-5.835,3.506,-0.827,-0.060,-0.042,-0.015,-0.435,-0.810,-0.282,-37.63,-0.602640,-0.024321,0.100410,0.041247,-0.004192,-0.032788,15180,362,2986,-157,-178,149,1,12.9848495,77.5483833,480.70,0.000,0.00,0.00,3.24,-182.214,-8.983,279.297,176.379,12.489,176.820,1,1,0,0,0,0,38.535,3.00,0.00,0.00,0.058,-5.835,3.506,-0.827,0,0
81.847,-5.840,3.509,-0.831,-0.006,-0.032,0.003,-0.503,-0.335,0.495,-38.21,-0.619450,-0.052077,0.101659,0.059423,0.011942,0.042511,16495,835,2635,668,-156,33,1,12.9848305,77.5483397,486.00,0.000,0.00,0.00,3.24,-187.679,-11.412,285.420,181.839,14.921,182.450,1,1,0,0,0,0,39.535,3.00,0.00,0.00,0.057,-5.840,3.509,-0.831,0,0
82.849,-5.835,3.527,-0.828,-0.036,-0.025,-0.001,-0.824,-0.698,0.346,-37.22,-0.640214,-0.119137,0.108618,0.020848,-0.028603,-0.032585,16394,-260,2773,-29,-214,-255,1,12.9847980,77.5483495,496.20,0.000,0.00,0.00,2.53,-185.882,-14.681,294.797,180.047,18.208,180.965,1,1,0,0,0,0,40.536,3.00,0.00,0.00,0.056,-5.835,3.526,-0.828,1,0
83.849,-5.851,3.519,-0.831,-0.032,-0.047,-0.009,-0.758,-0.811,0.042,-39.45,-0.645366,-0.153338,0.111538,-0.018859,-0.052725,-0.058450,15983,-210,2209,288,-165,-519,1,12.9847958,77.5483042,496.50,0.000,0.00,0.00,3.24,-190.354,-14.903,295.070,184.504,18.421,185.421,1,1,0,0,0,0,41.537,3.00,0.00,0.00,0.056,-5.851,3.519,-0.831,0,0
84.851,-5.853,3.511,-0.833,-0.036,-0.037,-0.008,-0.471,-0.565,0.065,-40.75,-0.654163,-0.185429,0.116931,0.029251,-0.012763,0.052569,15758,985,2598,-509,-389,168,1,12.9847923,77.5482527,497.90,0.000,0.00,0.00,3.24,-194.865,-15.203,296.087,189.012,18.714,189.936,1,1,0,0,0,0,42.538,3.00,0.00,0.00,0.054,-5.853,3.511,-0.833,0,0
85.851,-5.835,3.520,-0.831,-0.139,-0.087,-0.017,-1.542,-0.521,0.078,-41.05,-0.726480,-0.299528,0.140584,0.006135,-0.041042,0.053964,16370,-185,896,-149,127,116,1,12.9847923,77.5482527,497.90,0.000,0.00,0.00,3.24,-196.649,-15.330,296.566,190.814,18.850,191.743,1,1,0,0,0,0,43.539,3.00,0.00,0.00,0.051,-5.836,3.519,-0.831,1,1
86.852,-5.950,3.455,-0.841,-0.457,-0.235,-0.056,-0.647,-0.669,-0.098,-43.87,-0.773549,-0.379174,0.161095,0.002815,-0.044124,0.020647,15783,-148,2059,-3,-339,-433,0,12.9847923,77.5482527,412.60,0.000,0.00,0.00,3.24,-196.382,-15.312,211.197,190.432,18.766,191.354,1,1,0,0,0,0,44.539,3.00,0.00,0.00,0.047,-5.950,3.455,-0.841,0,0
87.853,-6.857,2.969,-0.992,-1.231,-1.008,-0.268,-1.051,-1.360,-0.400,-62.45,-0.773549,-0.379174,0.161095,0.002815,-0.044124,0.020647,15571,-2572,1746,-976,-361,-2499,1,12.9847283,77.5480977,515.70,0.500,0.00,0.00,3.31,-213.203,-22.393,314.296,206.346,25.361,207.899,1,1,0,0,0,0,45.540,3.00,0.00,0.00,0.047,-6.857,2.969,-0.992,0,0
88.854,-8.813,1.361,-1.374,-2.757,-1.843,-0.490,-1.327,0.283,-1.017,-126.96,-0.773549,-0.379174,0.161095,0.002815,-0.044124,0.020647,14456,-1764,1658,-952,-383,-5451,1,12.9847355,77.5480470,516.10,0.500,0.00,0.00,3.24,-219.511,-21.479,314.755,210.698,22.840,211.932,1,1,0,0,0,0,46.541,3.00,0.00,0.00,0.046,-8.813,1.361,-1.374,0,0
89.854,-12.108,0.065,-1.971,-3.390,-0.700,-0.635,0.914,1.363,0.108,138.01,-0.773549,-0.379174,0.161095,0.002815,-0.044124,0.020647,16083,-4126,2710,-930,-118,-6535,1,12.9847355,77.5480470,430.80,0.500,0.00,0.00,3.24,-218.701,-21.596,229.396,206.593,21.661,207.725,1,1,0,0,0,0,47.542,3.00,0.00,0.00,0.044,-12.108,0.065,-1.971,0,0
90.855,-15.127,-0.495,-2.666,-2.618,-0.571,-0.747,0.966,0.166,0.257,58.95,-0.773549,-0.379174,0.161095,0.002815,-0.044124,0.020647,15883,202,4088,-563,183,-3068,0,12.9847355,77.5480470,430.80,0.500,0.00,0.00,3.24,-218.701,-21.596,229.396,203.573,21.100,204.664,1,1,0,0,0,0,48.543,3.00,0.00,0.00,0.044,-15.127,-0.495,-2.666,0,0
91.860,-17.206,-1.066,-3.474,-1.337,-0.595,-0.887,1.784,-0.441,0.063,31.96,-0.773549,-0.379174,0.161095,0.002815,-0.044124,0.020647,15933,-808,3812,-520,-134,-1511,1,12.9847000,77.5477683,565.60,0.500,0.00,0.00,3.31,-248.945,-25.524,364.195,231.738,24.457,233.025,1,1,0,0,0,0,49.548,3.00,0.00,0.00,0.048,-17.206,-1.066,-3.474,0,0
92.861,-17.676,-1.656,-4.464,0.466,-0.576,-1.100,2.307,0.272,-0.063,17.27,-0.773549,-0.379174,0.161095,0.002815,-0.044124,0.020647,15470,1222,4338,130,-110,-86,1,12.9847000,77.5477683,480.20,0.000,0.00,0.00,3.31,-248.941,-25.523,278.795,231.266,23.868,232.494,1,1,0,0,0,0,50.548,3.00,0.00,0.00,0.044,-17.676,-1.656,-4.464,0,0
93.862,-16.302,1.274,-1.664,0.013,0.004,0.004,0.511,0.115,-0.361,15.81,-0.705892,-0.471017,0.013700,0.013577,0.010290,0.067018,14744,450,3086,-299,162,166,0,12.9847000,77.5477683,480.20,0.000,0.00,0.00,3.31,-248.941,-25.523,278.795,232.640,26.797,234.178,1,1,0,0,0,0,51.549,3.00,0.00,0.00,0.044,-16.302,1.274,-1.664,0,0
94.863,-16.255,1.291,-1.660,0.010,-0.004,-0.002,0.737,-0.613,-0.364,15.94,-0.682379,-0.470353,0.011430,0.011864,0.003545,0.031185,14896,-445,3174,-677,66,-3,0,12.9847000,77.5477683,480.20,0.000,0.00,0.00,3.31,-248.941,-25.523,278.795,232.686,26.814,234.226,1,1,0,0,0,0,52.551,3.00,0.00,0.00,0.044,-16.255,1.291,-1.660,0,0
95.864,-16.220,1.296,-1.656,0.062,-0.030,0.019,3.873,0.025,2.922,15.84,-0.675691,-0.472542,0.013615,0.004137,-0.009495,0.026489,19649,-832,9107,716,33,29,0,12.9847000,77.5477683,480.20,0.000,0.00,0.00,3.31,-248.941,-25.523,278.795,232.721,26.819,234.261,1,1,0,0,0,0,53.551,3.00,0.00,0.00,0.042,-16.220,1.296,-1.656,0,0
96.865,-16.240,1.327,-1.650,0.039,-0.037,0.009,0.114,-0.749,0.672,13.58,-0.665904,-0.466867,0.007455,0.041053,-0.026373,0.014745,16601,576,2886,-160,169,-68,0,12.9847000,77.5477683,480.20,0.000,0.00,0.00,3.31,-248.941,-25.523,278.795,232.701,26.850,234.245,1,1,0,0,0,0,54.552,3.00,0.00,0.00,0.038,-16.240,1.327,-1.650,0,0
97.866,-16.226,1.363,-1.652,0.021,-0.074,0.002,0.006,-0.819,-0.207,12.94,-0.671225,-0.511777,0.025038,0.011167,0.010418,0.034202,15147,1160,2122,413,-348,-51,0,12.9847000,77.5477683,480.20,0.000,0.00,0.00,3.31,-248.941,-25.523,278.795,232.715,26.887,234.263,1,1,0,0,0,0,55.553,3.00,0.00,0.00,0.039,-16.226,1.363,-1.652,0,0
98.866,-16.213,1.369,-1.645,-0.005,-0.403,0.011,-0.320,-1.525,-0.262,7.68,-0.724838,-0.645305,0.098681,-0.014252,0.012881,0.036336,15371,848,2072,-335,-619,-11,0,12.9847000,77.5477683,480.20,0.000,0.00,0.00,3.31,-248.941,-25.523,278.795,232.729,26.892,234.277,1,1,0,0,0,0,56.554,3.00,0.00,0.00,0.037,-16.213,1.369,-1.645,0,0
99.867,-16.191,1.522,-1.652,-0.021,-0.039,0.004,-0.232,-0.972,0.445,3.27,-0.810529,-0.817993,0.185427,0.011263,0.005429,0.049145,16572,252,2598,-124,76,82,0,12.9847000,77.5477683,480.20,0.000,0.00,0.00,3.31,-248.941,-25.523,278.795,232.750,27.045,234.316,1,1,0,0,0,0,57.555,3.00,0.00,0.00,0.037,-16.191,1.522,-1.652,0,0
100.868,-16.268,1.503,-1.653,-0.307,-0.007,0.026,-1.410,-0.057,0.174,9.03,-0.814849,-0.821357,0.189838,0.021394,0.015117,0.045412,16071,1310,2097,-84,-414,1074,0,12.9847000,77.5477683,480.20,0.000,0.00,0.00,3.31,-248.941,-25.523,278.795,232.673,27.026,234.237,1,1,0,0,0,0,58.555,3.00,0.00,0.00,0.032,-16.268,1.503,-1.653,0,0
101.868,-17.395,1.384,-1.773,-1.893,-0.247,-0.256,-1.137,-0.385,0.679,28.45,-0.814849,-0.821357,0.189838,0.021394,0.015117,0.045412,17162,127,1909,-353,1261,1282,0,12.9847000,77.5477683,480.20,0.000,0.00,0.00,3.31,-248.941,-25.523,278.795,231.547,26.907,233.105,1,1,0,0,0,0,59.555,3.00,0.00,0.00,0.031,-17.395,1.384,-1.773,0,0
102.869,-19.875,1.126,-2.112,-2.958,-0.152,-0.437,-1.059,0.123,0.138,50.30,-0.814849,-0.821357,0.189838,0.021394,0.015117,0.045412,15948,999,2410,284,-401,1799,1,12.9851235,77.5476828,602.70,0.500,0.00,0.00,3.31,-258.223,21.333,401.295,238.348,-20.207,239.203,1,1,0,0,0,0,60.557,4.00,0.00,0.00,0.032,-19.875,1.126,-2.112,0,0
103.871,-23.362,1.020,-2.572,-4.078,-0.001,-0.468,-1.775,0.690,0.593,81.98,-0.814849,-0.821357,0.189838,0.021394,0.015117,0.045412,16251,687,5162,877,-17,2043,1,12.9851235,77.5476828,517.30,0.500,0.00,0.00,3.31,-258.219,21.332,315.895,234.857,-20.312,235.734,1,1,0,0,0,0,61.558,4.00,0.00,0.00,0.032,-23.362,1.020,-2.572,0,0
104.872,-28.414,0.961,-3.124,-6.135,-0.347,-0.666,-2.451,-0.960,-0.094,121.35,-0.814849,-0.821357,0.189838,0.021394,0.015117,0.045412,15286,1396,4801,-384,-100,2710,0,12.9851235,77.5476828,517.30,0.500,0.00,0.00,3.31,-258.219,21.332,315.895,229.805,-20.372,230.706,1,1,0,0,0,0,62.560,4.00,0.00,0.00,0.031,-28.414,0.961,-3.124,0,0
