time_s,E,N,U,V_E,V_N,V_U,A_E,A_N,A_U,yaw_deg,ba_x,ba_y,ba_z,bg_x,bg_y,bg_z,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz,gnss_fix,lat_deg,lon_deg,alt_m,speed_mps,course_deg,yaw_enu_deg,hdop,gnss_E,gnss_N,gnss_U,err_E,err_N,err_H,gnss_present,gnss_valid,gnss_used_pos,gnss_used_vel,reacq_active,snap_applied,outage_s,qscale,nis_pos,nis_vel,gnss_meas_age_s,pred_E,pred_N,pred_U,zupt_active,anchor_active
377.547,0.000,-0.000,-0.000,0.000,-0.000,-0.000,0.380,-0.576,-0.468,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15057,-586,-1722,670,144,90,1,12.9756165,77.5484582,554.60,0.500,0.00,0.00,1.96,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0,0,0,0,0.000,1.00,0.00,0.00,0.000,0.000,-0.000,-0.000,0,0
378.548,0.088,0.382,1.934,0.003,0.004,-0.004,0.224,0.522,-0.844,3.12,0.005954,0.003740,0.001179,0.013536,-0.015396,0.019816,14171,1416,-1935,-378,-30,-84,1,12.9756327,77.5484620,559.90,0.000,0.00,0.00,1.96,0.431,1.873,5.539,-0.343,-1.491,1.530,1,1,1,0,0,0,0.000,1.00,4.95,0.00,0.000,0.043,0.188,0.996,0,0
379.549,0.039,1.562,5.425,-0.000,0.003,0.000,-0.226,-0.060,0.103,3.44,0.001429,0.005594,0.000744,-0.024927,0.034728,0.021254,15707,371,-2986,-41,233,-6,1,12.9756567,77.5484433,562.70,0.000,0.00,0.00,1.96,-0.995,3.709,7.429,1.034,-2.147,2.383,1,1,1,0,0,0,0.000,1.00,2.99,0.00,0.100,0.039,1.562,5.425,0,0
380.549,-1.220,3.654,8.082,-0.000,-0.000,-0.000,-0.703,-0.224,-0.335,4.06,-0.006466,0.008222,-0.001434,-0.017375,0.054934,0.023239,14822,147,-3774,-82,202,165,1,12.9756873,77.5484192,565.30,0.000,0.00,0.00,1.96,-2.766,5.929,9.262,1.547,-2.275,2.751,1,1,1,0,0,0,0.000,1.00,2.68,0.00,0.099,-1.220,3.654,8.082,1,1
381.549,-1.958,4.671,9.193,-0.006,0.001,-0.003,-0.810,0.150,-0.180,4.33,-0.020603,0.008581,-0.004688,0.000226,0.022017,0.022370,14961,856,-4024,-206,134,31,1,12.9756873,77.5484192,565.30,0.000,0.00,0.00,1.96,-4.413,8.069,10.878,2.456,-3.397,4.192,1,1,1,0,0,0,0.000,1.00,5.09,0.00,0.097,-1.958,4.671,9.193,0,0
382.550,-5.380,9.366,13.297,-0.000,0.000,-0.000,-1.628,0.156,-0.083,4.48,-0.042790,0.008772,-0.009488,0.014776,0.009675,0.026042,14833,930,-5450,87,15,21,1,12.9757262,77.5483900,568.50,0.000,0.00,0.00,1.96,-7.697,12.542,14.200,2.318,-3.176,3.932,1,1,1,0,0,0,0.000,1.00,4.06,0.00,0.096,-5.380,9.366,13.297,1,1
383.551,-6.344,10.576,14.182,-0.000,-0.000,-0.000,-1.008,-0.071,-0.086,4.61,-0.056158,0.008719,-0.012226,0.004415,-0.003431,0.007650,15046,520,-4537,1,65,73,1,12.9757563,77.5483633,570.60,0.000,0.00,0.00,1.96,-10.637,15.854,16.241,4.293,-5.279,6.804,1,1,1,0,0,0,0.000,1.00,12.60,0.00,0.093,-6.344,10.576,14.182,1,1
384.552,-6.344,10.576,14.182,-0.000,0.000,0.000,-0.728,0.108,0.050,4.65,-0.059245,0.008921,-0.012955,-0.000952,0.005731,0.004312,15335,806,-4112,-26,64,68,1,12.9757868,77.5483392,572.30,0.000,0.00,0.00,1.96,-13.278,19.317,17.937,6.934,-8.742,11.158,1,1,1,0,0,0,0.000,1.00,34.55,0.00,0.092,-6.344,10.576,14.182,1,1
385.552,-6.344,10.576,14.182,-0.000,0.000,-0.000,-0.746,0.123,-0.065,4.66,-0.063833,0.009176,-0.013980,0.008245,0.016089,0.005236,15134,818,-4124,-30,90,-24,1,12.9758005,77.5483233,572.70,0.000,0.00,0.00,1.96,-14.898,20.580,18.154,8.554,-10.005,13.163,1,1,1,0,0,0,0.000,1.00,47.13,0.00,0.090,-6.344,10.576,14.182,1,1
386.553,-6.344,10.576,14.182,-0.000,0.000,-0.000,-0.179,0.187,-0.100,4.79,-0.067419,0.009464,-0.014771,-0.004164,-0.005545,-0.002546,15261,868,-3187,-39,-29,-11,1,12.9758093,77.5483125,573.10,0.000,0.00,0.00,1.96,-15.944,21.443,18.547,9.600,-10.868,14.501,1,1,1,0,0,0,0.000,1.00,57.17,0.00,0.090,-6.344,10.576,14.182,1,1
